date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.22,-65.00000000000395,-12.999999999996348,0.0,-3.9999999999906777,-10.000000000021103,0.0,0.0,-58.000000000002494,0.0,-197.9999999999933,-15.999999999993797,-50.0000000000056,-57.00000000000705,-90.99999999999665,-14.999999999986358,-24.999999999986144,-43.999999999999595,-3.0000000000001137,-185.99999999999727,-137.9999999999937,-189.00000000001694,-25.99999999999625,-3.0000000000001137,-51.00000000000193,-14.999999999998348,0.0,-39.999999999995595,,-1296.9999999999832
2021.02.22,-9.00000000000345,15.00000000000945,57.99999999998029,45.000000000001705,1.999999999990898,-36.999999999998145,36.0000000000027,-8.999999999992347,-62.99999999999084,-240.99999999999966,-39.999999999995595,-80.00000000000229,-60.99999999999994,-66.99999999999484,129.99999999999545,59.000000000009045,-29.00000000001235,174.99999999999716,-214.99999999998744,-191.00000000000784,-150.00000000000568,66.0000000000025,42.999999999992156,96.00000000000364,-26.999999999999247,51.000000000001044,-38.99999999998904,,-481.9999999999927
2021.02.22,-129.00000000000134,-26.999999999999247,27.999999999983594,111.0000000000042,-71.00000000002105,-19.999999999997797,70.0000000000034,-24.000000000001798,-32.999999999994145,-283.9999999999918,-25.999999999992696,-60.99999999999994,-47.00000000000814,-92.99999999999864,200.9999999999934,30.0000000000189,52.000000000007596,253.0000000000001,-179.99999999998016,-192.99999999999872,-130.0000000000079,132.99999999999557,106.99999999999932,146.0000000000008,-19.00000000000235,16.0000000000049,-49.00000000001015,,-238.99999999999397
2021.02.22,-135.00000000000733,-2.999999999997449,15.999999999993797,123.00000000000466,-134.00000000001188,-7.9999999999968985,95.99999999999609,231.0000000000034,127.00000000001043,-259.9999999999909,148.0000000000037,102.00000000000209,183.99999999999528,-71.99999999999429,340.0000000000034,64.0000000000196,-124.00000000001299,322.00000000000273,-126.99999999998823,-146.00000000000168,-53.999999999998494,218.00000000000352,176.9999999999925,266.9999999999959,43.00000000000415,141.99999999999767,-76.0000000000094,,1461.0000000000193
2021.02.22,-109.00000000000354,121.99999999999989,72.99999999998974,70.00000000000739,-120.00000000000898,92.00000000000318,161.00000000000003,302.9999999999866,107.00000000001265,-228.9999999999992,159.00000000000912,158.0000000000026,205.99999999999508,-34.000000000000696,330.99999999998886,100.0000000000112,-52.000000000007596,236.0000000000042,-82.99999999998863,-17.000000000000348,2.999999999997449,188.0000000000024,182.99999999999272,230.99999999999454,89.00000000000574,146.00000000000168,0.0,,2313.9999999999964
2021.02.22,-87.99999999999919,191.00000000000784,97.9999999999981,67.99999999999784,-161.00000000001114,158.0000000000026,178.99999999999582,319.999999999987,107.00000000001265,-236.99999999999477,169.00000000000804,209.00000000000364,218.99999999999142,-9.999999999998899,376.0000000000048,100.0000000000112,-187.00000000000384,248.00000000000466,-57.99999999998029,75.99999999998718,14.999999999987246,213.99999999999864,243.99999999999977,254.99999999999545,89.00000000000574,114.00000000000298,-9.999999999998899,,2698.000000000016
2021.02.22,-80.00000000000229,225.00000000000853,103.99999999999298,50.00000000001137,-309.0000000000037,163.00000000000205,208.99999999999253,356.00000000000074,131.00000000001444,-272.99999999999613,211.00000000000563,214.00000000000307,246.99999999999721,2.000000000002,377.00000000000955,87.00000000001484,-218.00000000000708,236.0000000000042,-12.999999999996348,95.999999999985,95.999999999985,248.99999999999523,242.999999999995,275.0000000000057,89.00000000000574,125.00000000000844,-136.00000000000279,,2756.000000000032
2021.02.22,-65.99999999999939,238.0000000000049,132.99999999998312,100.00000000000853,-277.00000000001614,244.99999999999523,402.00000000000233,326.9999999999884,138.0000000000159,-319.0000000000026,216.0000000000051,265.99999999999955,387.99999999999943,-20.999999999993246,503.9999999999907,66.00000000001049,-168.99999999999693,368.9999999999998,3.0000000000196536,191.99999999999218,441.99999999998687,331.99999999999363,384.9999999999909,522.9999999999961,153.00000000000313,328.0000000000061,-148.99999999999915,,4748.9999999999845
2021.02.22,-160.00000000000458,79.00000000000685,39.999999999995595,197.00000000000273,-205.00000000001074,141.99999999999767,265.99999999999955,329.99999999998585,148.99999999999915,-349.00000000000375,230.000000000008,246.00000000000176,346.9999999999973,-46.999999999997044,527.9999999999916,-46.999999999997044,-195.9999999999962,428.0000000000115,20.000000000020002,103.99999999999298,286.99999999999284,367.999999999995,385.9999999999957,489.9999999999949,109.00000000000354,248.99999999999923,-121.99999999999989,,3868.9999999999823
2021.02.22,-174.00000000000747,22.999999999995246,-7.0000000000014495,225.00000000000853,-98.0000000000203,51.99999999999649,264.999999999993,289.0000000000059,157.00000000000713,-283.9999999999918,186.00000000000838,173.9999999999964,346.9999999999973,-64.99999999999284,384.00000000001455,10.000000000021103,-78.00000000000028,316.0000000000025,-92.99999999998754,-38.0000000000047,279.99999999999136,247.99999999999045,251.99999999999534,448.99999999999807,90.99999999999665,248.99999999999923,-204.00000000000418,,2956.0000000000073
