date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2021.01.04,-173.00000000000094,-8.999999999992347,-114.99999999999844,-48.00000000000182,-137.9999999999937,-26.999999999999247,-29.999999999996696,-0.9999999999843467,-17.999999999995797,-74.99999999999174,0.0,-303.9999999999932,-46.999999999997044,-35.0000000000108,-68.00000000000139,-96.99999999999153,-65.00000000000395,-55.000000000005045,,-1304.999999999958
2021.01.04,-147.99999999999258,69.00000000000794,-68.00000000000139,16.000000000005343,-150.99999999999002,-12.000000000000899,211.99999999998997,17.000000000000348,13.00000000000745,-68.99999999999685,159.9999999999966,-360.9999999999891,147.99999999999258,110.99999999999,72.0000000000054,-46.999999999997044,-117.00000000000044,-63.00000000000195,,-217.9999999999746
2021.01.04,-203.99999999999307,107.99999999999699,-91.00000000001884,78.00000000000296,-152.99999999998093,-59.99999999999339,282.0000000000045,83.00000000001084,48.000000000003595,-76.99999999999375,298.0000000000018,-396.9999999999807,204.00000000000418,131.9999999999908,-19.999999999997797,-63.99999999999739,-147.00000000000824,-80.99999999999774,,-60.99999999994618
2021.01.04,-141.99999999999767,219.99999999999798,0.0,106.00000000000875,-74.99999999998064,-109.00000000000354,397.99999999998727,121.99999999999989,94.00000000000519,-75.9999999999983,501.9999999999811,-558.9999999999984,228.00000000000597,283.9999999999918,104.00000000001519,-70.99999999999883,-202.0000000000022,-123.00000000000644,,701.000000000007
2021.01.04,-164.99999999999292,205.99999999999508,10.999999999983245,-12.999999999991019,-130.99999999999224,-126.99999999999933,395.99999999999636,153.00000000000313,104.99999999999955,-71.99999999999429,248.99999999999523,-559.9999999999827,182.99999999999983,155.00000000000114,127.00000000001043,-63.99999999999739,-208.00000000000819,-155.00000000000514,,90.00000000002066
2021.01.04,-180.0000000000024,141.00000000001333,-9.000000000014552,-123.99999999999523,-162.99999999997982,-14.000000000002899,370.00000000000364,155.00000000001623,111.00000000000554,-91.99999999999208,122.99999999999045,-566.9999999999842,541.9999999999981,-11.00000000000989,191.00000000000784,306.00000000000625,-29.000000000001247,-72.0000000000054,,678.0000000000537
2021.01.04,-200.99999999999562,259.9999999999936,2.999999999997449,-75.9999999999934,-127.99999999999478,-24.000000000001798,452.99999999999227,154.0000000000097,118.00000000000699,-100.99999999999554,245.9999999999809,-536.9999999999875,534.9999999999966,37.9999999999967,82.00000000000429,114.0000000000141,-45.000000000006146,-4.999999999999449,,886.0000000000183
2021.01.04,-214.99999999999852,314.00000000001427,18.999999999991246,-72.99999999999329,-4.999999999988347,-144.99999999999514,530.9999999999926,233.00000000001654,226.99999999999943,-110.99999999999443,338.99999999999864,-461.0000000000003,259.9999999999936,110.99999999999,53.00000000001415,-31.999999999987594,-116.00000000000499,-53.999999999998494,,875.0000000000495
2021.01.04,-159.9999999999935,357.00000000000733,112.99999999998533,-113.99999999999011,110.00000000001009,-204.99999999999963,524.9999999999977,242.00000000000887,239.0000000000003,-82.99999999999974,304.9999999999784,-402.9999999999978,239.99999999999577,95.99999999998943,46.0000000000127,-63.99999999999739,-155.00000000000514,-113.00000000000753,,975.9999999999948
2021.01.04,-159.9999999999935,375.0000000000142,99.99999999998899,-153.99999999999636,131.00000000001444,-180.0000000000024,548.9999999999995,230.00000000001907,255.00000000000523,-117.00000000000044,301.9999999999925,-387.99999999998835,316.99999999998954,57.00000000000216,-31.999999999987594,-5.999999999994898,-99.00000000000463,-58.000000000002494,,1122.000000000055
