date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.08.24,-41.9999999999976,106.00000000000608,95.00000000000064,-52.99999999999727,-1.999999999990898,80.00000000000229,94.99999999998954,-127.99999999999478,-106.00000000000608,33.999999999991815,46.00000000000159,139.99999999999568,73.00000000000084,-65.99999999999939,-165.99999999999682,-119.99999999998678,-23.999999999979593,179.00000000000205,-185.99999999999727,2.0000000000131024,-90.00000000001229,76.99999999999818,135.00000000000512,48.99999999999238,100.00000000000009,-87.00000000000374,-68.00000000000139,,73.00000000003556
2015.08.24,-175.00000000000293,96.00000000000719,-7.0000000000014495,-103.9999999999992,5.999999999994898,57.00000000000705,89.99999999999008,-290.9999999999968,-136.00000000000279,-112.99999999999955,136.00000000000279,168.99999999999693,175.99999999999838,-4.999999999999449,-298.9999999999782,-157.99999999996928,-103.99999999997078,103.00000000000864,15.00000000000945,113.00000000000753,106.99999999999044,129.99999999999545,159.9999999999966,98.99999999998954,55.000000000005045,-75.00000000000284,-5.000000000010552,,40.00000000006623
2015.08.24,-34.000000000000696,188.00000000001037,102.99999999998644,-6.000000000000227,-87.99999999999919,-3.999999999992898,151.9999999999966,-157.00000000000713,-89.99999999999008,62.00000000001182,21.999999999999797,22.999999999995246,143.9999999999997,-41.000000000002146,-222.99999999998477,-333.99999999996766,-431.99999999998795,133.00000000000978,-230.9999999999812,-206.99999999997942,43.999999999999595,13.999999999995794,-10.99999999999568,94.99999999999886,7.0000000000014495,-214.99999999999852,161.99999999999548,,-923.9999999998868
2015.08.24,-21.999999999999797,68.00000000000139,167.9999999999904,338.99999999999864,-249.00000000001032,-275.99999999999847,-167.00000000000603,-26.0000000000149,-140.0000000000068,-282.99999999998704,-78.00000000000028,-243.00000000000432,-158.99999999999804,-140.0000000000068,457.00000000002206,-430.9999999999814,-1077.9999999999568,-180.00000000000682,-502.9999999999868,-881.9999999999828,-853.9999999999992,-359.00000000000887,-591.9999999999987,-515.0000000000006,-231.99999999999886,100.00000000000009,46.999999999997044,,-6229.9999999999445
2015.08.24,-43.999999999999595,-21.999999999988695,117.99999999999588,308.9999999999975,-367.99999999999056,-342.9999999999933,-260.00000000000466,22.999999999995246,-107.99999999999699,-286.00000000000136,-124.99999999999733,-294.00000000000534,-229.99999999999687,-151.00000000000114,516.0000000000196,-498.9999999999828,-1179.9999999999588,-206.99999999999363,-572.9999999999791,-969.999999999982,-1022.0000000000118,-419.00000000001114,-658.0000000000013,-614.0000000000043,-234.99999999999633,142.99999999999312,-3.0000000000196536,,-7501.999999999915
2015.08.24,-143.00000000000423,-19.999999999997797,18.999999999991246,132.000000000005,-405.9999999999952,-456.00000000000085,-332.00000000001006,-127.00000000001043,-134.99999999999625,-215.0000000000034,-70.0000000000034,-329.00000000000153,-231.99999999999886,-92.00000000000318,248.00000000001887,-563.9999999999645,-1511.9999999999577,-129.99999999999545,-481.99999999998244,-1077.999999999979,-1061.000000000001,-312.0000000000118,-661.0000000000014,-584.0000000000032,-358.0000000000028,203.99999999999307,49.99999999999449,,-8645.999999999924
2015.08.24,-144.99999999999514,-66.99999999999484,47.99999999998139,99.99999999999432,-415.0000000000098,-444.9999999999954,-409.0000000000038,-100.0000000000112,-170.99999999998784,-195.99999999999795,-73.99999999999629,-316.0000000000052,-307.0000000000017,-134.0000000000008,250.0,-513.9999999999923,-1416.9999999999573,-52.99999999999727,-534.9999999999966,-1092.9999999999884,-1327.0000000000116,-295.0000000000017,-626.9999999999953,-659.000000000006,-342.9999999999933,307.0000000000017,-109.00000000000354,,-9045.999999999965
2015.08.24,-104.99999999999955,-106.99999999999044,109.99999999998789,213.99999999999864,-482.999999999989,-443.99999999999994,-407.0000000000018,11.00000000000545,-177.99999999998929,-259.9999999999909,-138.00000000000477,-343.00000000000443,-327.99999999999494,-190.00000000000128,478.00000000000864,-565.9999999999776,-1360.99999999999,-105.99999999999454,-689.9999999999907,-1174.9999999999927,-1407.0000000000027,-429.00000000000205,-710.9999999999985,-728.0000000000086,-288.9999999999948,256.99999999999613,-101.00000000001774,,-9475.99999999994
2015.08.24,134.99999999999625,-26.999999999999247,583.0000000000002,444.9999999999932,-533.99999999999,-483.0000000000001,-504.9999999999999,304.9999999999997,-357.99999999999164,-165.99999999999682,-341.99999999999784,-546.000000000002,-585.0000000000022,-456.00000000000085,741.0000000000139,-747.9999999999709,-1582.9999999999789,204.00000000000773,-1374.999999999993,-1906.999999999992,-2378.9999999999977,-633.0000000000098,-923.0000000000018,-1001.0000000000048,-303.9999999999932,354.9999999999942,-205.00000000001074,,-12291.999999999927
2015.08.24,107.99999999999699,-25.999999999992696,525.999999999982,530.0000000000011,-507.9999999999973,-471.99999999999466,-406.00000000000637,261.0000000000001,-326.9999999999884,-306.0000000000116,-318.00000000000716,-525.0000000000088,-452.99999999999227,-420.00000000000927,872.0000000000141,-722.9999999999848,-1550.9999999999914,32.00000000001069,-1271.0,-1804.99999999999,-2038.0000000000064,-686.000000000007,-960.9999999999985,-938.0000000000024,-309.0000000000037,217.99999999999596,-60.99999999999994,,-11556.99999999999
