date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.09.25,12.000000000000899,19.999999999997797,93.00000000000975,-40.00000000000625,11.00000000000545,26.000000000003798,-82.00000000000429,19.00000000001345,103.99999999999298,-72.00000000000273,17.999999999995797,56.99999999999594,-117.00000000000044,50.0000000000056,-13.00000000000523,-27.999999999983594,106.99999999999044,55.00000000000682,103.99999999999298,153.9999999999875,61.99999999998429,31.999999999996476,-50.99999999998772,-63.00000000000239,-4.999999999999449,-85.00000000000173,-84.0000000000174,,283.99999999996874
2017.09.25,-40.99999999999105,-8.000000000008,161.99999999999548,-51.00000000000193,-107.00000000001265,-18.0000000000069,-269.00000000000813,-65.00000000000395,140.0000000000068,46.999999999997044,-64.0000000000085,51.99999999999649,-260.00000000000466,107.00000000000153,-34.99999999999659,17.000000000000348,17.000000000000348,131.00000000000023,312.9999999999855,180.99999999998673,-272.00000000000557,40.99999999999682,-7.999999999995566,-265.00000000000057,-53.00000000000304,-383.99999999999545,-310.0000000000103,,-1002.0000000000855
2017.09.25,-34.99999999999615,297.9999999999983,249.99999999999466,72.99999999999329,-114.99999999999844,-29.999999999996696,-180.0000000000024,228.00000000000597,215.00000000000963,192.99999999999784,-28.000000000005798,51.000000000001044,-187.00000000000384,12.000000000000899,448.0000000000075,463.0000000000134,405.9999999999952,371.0000000000093,425.99999999999307,299.99999999998914,84.99999999997954,128.99999999999068,93.00000000000352,-245.00000000000455,-102.99999999999754,-282.99999999999994,-147.00000000000824,,2687.9999999999695
2017.09.25,-7.0000000000014495,177.99999999998929,234.00000000000088,119.99999999999034,-148.99999999999915,-48.99999999999905,-98.0000000000092,147.00000000000824,226.99999999999943,208.99999999998897,-31.000000000003247,92.99999999999864,-113.00000000000753,85.00000000000173,365.0000000000091,354.0000000000099,208.99999999999253,411.00000000000136,451.99999999998573,246.99999999999721,239.99999999999577,141.9999999999959,150.00000000000568,-182.99999999999272,-148.99999999999915,-195.9999999999962,-1.0000000000065512,,2886.9999999999573
2017.09.25,-7.0000000000014495,180.99999999998673,229.99999999999687,117.999999999995,-192.99999999999872,-43.00000000000415,46.999999999997044,146.00000000000168,229.99999999999687,210.99999999999852,-53.00000000000304,85.00000000000173,12.999999999996348,81.00000000000884,372.99999999999045,429.00000000001273,234.00000000000088,399.0000000000009,489.99999999999045,257.99999999998045,544.9999999999955,112.99999999999955,141.00000000000534,-19.99999999999602,-178.00000000000037,-59.99999999999339,210.99999999998343,,3980.9999999999422
2017.09.25,4.000000000004,190.00000000000128,279.99999999999136,223.99999999998954,-164.00000000000858,-104.99999999999955,97.9999999999981,185.99999999999727,296.0000000000074,304.00000000000205,-26.999999999999247,161.00000000000003,49.99999999999449,114.00000000000298,525.0000000000057,395.99999999999636,106.00000000000608,585.000000000008,522.9999999999845,210.99999999998343,739.0000000000008,219.99999999999886,299.0000000000066,-45.000000000001705,-237.99999999999378,19.999999999997797,375.9999999999986,,5327.999999999972
2017.09.25,25.00000000000835,373.00000000000114,347.9999999999928,233.99999999999466,-107.99999999999699,-190.99999999999673,180.99999999999784,381.99999999999346,381.99999999999346,304.9999999999926,30.999999999992145,251.99999999999667,119.99999999999788,46.00000000000159,740.0000000000091,564.000000000009,154.99999999999403,674.0000000000066,540.9999999999915,128.99999999997914,1027.9999999999845,268.99999999999125,403.0000000000058,43.99999999999693,-298.9999999999937,158.99999999999804,612.9999999999969,,7399.999999999938
2017.09.25,31.999999999998696,432.9999999999945,293.99999999999426,238.9999999999901,-73.00000000001194,-168.99999999999693,150.99999999999002,456.00000000001194,344.00000000001097,302.99999999999727,60.99999999999994,237.99999999999378,82.99999999999974,-32.999999999994145,814.9999999999977,592.9999999999991,286.00000000000847,616.0000000000139,431.99999999998795,101.99999999997988,888.9999999999842,295.99999999999227,383.0000000000098,7.999999999995566,-246.00000000000176,148.0000000000037,536.9999999999875,,7217.999999999936
2017.09.25,57.00000000000705,358.9999999999982,278.00000000000045,209.99999999999375,-83.9999999999952,-119.99999999999788,250.9999999999901,419.9999999999982,356.00000000000074,240.99999999999966,73.00000000000084,212.00000000000108,157.99999999999147,2.000000000002,691.0000000000025,517.9999999999962,289.9999999999903,566.0000000000025,428.9999999999905,177.99999999998929,1088.9999999999845,265.00000000000057,304.00000000000205,132.99999999999557,-197.00000000000273,258.0000000000027,620.9999999999827,,7557.999999999927
2017.09.25,2.000000000002,451.0000000000014,313.99999999999204,114.99999999999488,-28.000000000005798,-104.00000000000409,200.99999999999562,435.0000000000076,320.9999999999935,209.99999999999375,68.00000000000139,151.00000000000114,151.00000000000114,-29.999999999996696,669.9999999999875,548.9999999999995,445.0000000000065,490.0000000000091,400.00000000000034,251.00000000000122,1027.0000000000002,234.99999999999943,213.00000000000807,147.99999999999613,-131.99999999999878,236.99999999999832,522.0000000000002,,7311.999999999984
