date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.08,60.99999999999994,-72.99999999998974,31.000000000003247,67.99999999999784,-65.00000000000395,-21.999999999999797,-70.99999999999883,-218.00000000000708,41.000000000002146,63.00000000000239,-36.0000000000027,-48.99999999999905,-92.99999999999864,-19.00000000000235,-179.00000000000205,-211.99999999998997,-165.9999999999995,-34.99999999999659,52.99999999999194,2.0000000000131024,20.999999999982144,-31.00000000000591,-87.0000000000033,-105.00000000000398,-91.00000000000774,-117.00000000000044,-2.999999999997449,,-1332.0000000000166
2021.02.08,49.99999999999449,-86.99999999999264,3.0000000000196536,70.99999999999795,-19.999999999997797,-24.999999999997247,-46.00000000000159,-225.99999999999287,29.00000000001235,158.00000000000125,-65.00000000000395,-64.99999999999284,-117.00000000000044,-17.000000000000348,-242.999999999995,-202.9999999999976,-203.99999999998198,-102.00000000000387,49.99999999999449,38.0000000000047,-68.00000000000139,-78.00000000000296,-97.99999999999898,-111.99999999999477,-65.99999999999939,-85.99999999999719,-28.000000000005798,,-1556.999999999934
2021.02.08,90.99999999999665,-148.99999999999915,-16.999999999978144,108.99999999999466,-31.999999999987594,-93.99999999999409,-175.00000000000293,-314.99999999999864,87.99999999999919,177.0000000000067,-108.00000000000809,-157.99999999999147,-239.99999999999577,-5.999999999994898,-334.0000000000032,-268.9999999999859,-156.99999999998494,-152.9999999999916,78.00000000000028,-39.999999999995595,133.99999999998968,-114.99999999999488,-187.00000000001182,-254.99999999999545,-167.00000000000603,-237.99999999999378,21.999999999988695,,-2509.999999999938
2021.02.08,76.99999999999375,-208.99999999999253,-59.99999999999339,93.99999999999409,-38.99999999998904,-124.00000000000189,-253.0000000000032,-356.00000000000074,109.00000000000354,182.00000000000216,-97.00000000000264,-178.99999999999582,-300.99999999999574,-12.999999999996348,-375.0,-361.9999999999957,-163.00000000000205,-179.9999999999926,140.99999999999113,-34.000000000000696,230.9999999999812,-97.99999999999898,-202.0000000000124,-323.99999999999807,-204.99999999999963,-340.9999999999913,87.99999999999919,,-2992.999999999998
2021.02.08,132.99999999999423,-209.9999999999991,-8.999999999992347,164.99999999999204,-36.999999999998145,-97.9999999999981,-221.00000000000452,-421.0000000000047,123.00000000000644,198.0000000000075,-139.00000000000023,-192.99999999999872,-303.9999999999932,-51.000000000001044,-468.9999999999941,-358.9999999999982,-227.99999999998377,-209.99999999999375,66.99999999999484,-55.99999999998939,214.99999999998744,-156.0000000000059,-228.00000000000864,-337.0000000000033,-165.00000000000404,-291.99999999999227,72.0000000000054,,-3209.9999999999754
2021.02.08,207.00000000000162,-90.99999999999665,102.00000000000209,230.99999999999454,-124.99999999999733,-24.999999999997247,-167.00000000000603,-441.99999999998687,121.99999999999989,165.00000000000625,-158.0000000000026,-191.99999999999218,-318.99999999999153,-51.000000000001044,-436.9999999999834,-332.9999999999833,-245.99999999999068,-174.99999999999716,31.000000000003247,-51.99999999998539,257.99999999998045,-155.00000000000114,-206.00000000000307,-331.00000000000307,-146.00000000000168,-290.9999999999968,92.99999999998754,,-2732.9999999999413
2021.02.08,212.99999999999653,-80.99999999999774,107.00000000001265,213.99999999999864,-73.99999999999629,-43.999999999999595,-143.9999999999997,-441.99999999998687,125.00000000001954,139.00000000001,-189.00000000000583,-211.99999999998997,-304.9999999999997,-48.99999999999905,-406.99999999998226,-255.99999999998957,-200.00000000000017,-149.99999999999147,-34.000000000000696,-88.99999999998354,201.99999999999108,-173.00000000000182,-211.00000000001273,-295.0000000000017,-126.99999999999933,-224.9999999999974,34.99999999998504,,-2671.9999999999222
2021.02.08,153.99999999999858,-153.00000000000313,43.00000000001525,180.99999999999739,-43.999999999999595,-122.99999999999534,-212.99999999999653,-419.9999999999982,111.00000000001664,180.99999999999739,-157.00000000000713,-237.99999999999378,-322.9999999999955,-49.99999999999449,-435.0000000000023,-304.9999999999997,-100.99999999999554,-176.9999999999925,11.999999999989797,-171.99999999999437,274.9999999999808,-167.0000000000016,-270.00000000001023,-343.9999999999941,-208.00000000000819,-290.9999999999968,27.999999999983594,,-3205.999999999999
2021.02.08,198.99999999999363,-83.9999999999952,94.00000000001629,200.9999999999934,-116.99999999998934,-41.000000000002146,-121.00000000000443,-418.9999999999916,118.00000000001809,145.00000000001023,-153.00000000000313,-198.99999999999363,-271.9999999999945,-44.99999999999504,-390.99999999999113,-317.9999999999961,-204.99999999998852,-146.99999999999136,31.000000000003247,-72.99999999998974,135.9999999999806,-135.99999999999568,-201.00000000000762,-262.00000000000045,-158.99999999999804,-227.99999999999488,1.999999999990898,,-2644.9999999999163
2021.02.08,178.99999999999582,-132.99999999998312,62.000000000006494,156.99999999999648,-82.99999999998863,-83.9999999999952,-151.9999999999966,-438.00000000000506,126.0000000000039,121.00000000000932,-153.99999999999858,-223.99999999999088,-283.99999999999534,-49.99999999999449,-383.99999999998613,-337.99999999999386,-163.9999999999864,-131.00000000000023,35.999999999991594,-120.99999999999334,158.99999999999804,-123.00000000000466,-212.0000000000033,-263.00000000000523,-190.00000000000128,-241.99999999999778,-12.999999999996348,,-2942.9999999999145
2021.02.08,141.99999999999767,-121.99999999999989,55.000000000005045,149.99999999999147,-95.999999999985,-54.999999999993946,-121.00000000000443,-370.999999999988,87.00000000001484,159.9999999999966,-118.00000000000699,-169.99999999999238,-230.99999999999233,-37.99999999999359,-353.999999999985,-339.0000000000004,-213.99999999998087,-123.99999999999523,63.99999999999739,-48.99999999998794,80.99999999999774,-105.00000000000398,-173.00000000000182,-222.99999999999898,-165.00000000000404,-215.99999999999397,-19.00000000001345,,-2563.999999999922
