date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.07.09,-66.99999999999484,-35.00000000000725,-10.000000000005116,-85.00000000000173,-0.999999999995449,0.0,-292.0000000000016,-94.00000000000519,-38.0000000000047,-126.00000000000477,-263.00000000000523,-286.00000000000847,-129.00000000000134,-55.999999999997385,-95.99999999998943,-31.00000000000591,-30.000000000007798,0.0,-148.00000000001478,,-1787.0000000000512
2018.07.09,-43.999999999999595,-59.000000000009045,0.0,-96.99999999999153,-3.999999999992898,12.999999999996348,-296.99999999999704,-78.99999999999574,-33.000000000005244,-79.99999999998408,-250.0,-266.999999999995,-230.9999999999812,-67.00000000000728,-70.99999999999795,-22.00000000000557,-15.00000000000945,26.999999999999247,-162.00000000001768,,-1737.9999999999939
2018.07.09,-27.999999999994696,-69.00000000000794,7.999999999995566,-122.99999999998423,6.0000000000060005,32.999999999994145,-320.99999999999795,-146.00000000000168,-7.0000000000014495,-66.0000000000025,-302.99999999999727,-331.999999999999,-180.0000000000024,-87.0000000000033,-103.9999999999992,-15.000000000000568,-29.000000000001247,43.999999999999595,-120.00000000000898,,-1839.0000000000064
2018.07.09,-22.999999999995246,-280.9999999999979,21.99999999999136,-136.99999999998712,-23.999999999990695,-14.000000000002899,-314.9999999999977,-68.99999999999685,-31.000000000003247,-228.00000000000864,-282.0000000000107,-336.00000000000296,-332.9999999999833,-81.00000000000307,-90.99999999999397,-27.000000000001023,0.999999999995449,41.9999999999976,-172.0000000000166,,-2379.0000000000073
2018.07.09,-8.999999999992347,-292.00000000000335,33.00000000000125,-157.99999999999147,-20.999999999993246,-31.999999999998696,-292.99999999999216,-75.9999999999983,-31.000000000003247,-299.0000000000066,-248.00000000001887,-322.00000000000006,-352.9999999999811,-52.00000000000671,-51.9999999999925,-45.000000000001705,1.999999999990898,34.000000000000696,-198.00000000000927,,-2411.9999999999964
2018.07.09,1.0000000000065512,-251.00000000000122,9.000000000000341,-148.99999999999915,-17.000000000000348,-24.000000000001798,-275.99999999999625,-78.00000000000028,-18.0000000000069,-258.0000000000098,-248.99999999999523,-344.00000000001097,-325.99999999998187,-46.999999999997044,-106.99999999999932,-33.00000000000125,20.999999999993246,41.9999999999976,-255.00000000000523,,-2359.000000000008
2018.07.09,-7.9999999999968985,-236.99999999999832,21.000000000000796,-129.00000000000134,44.0000000000107,0.999999999995449,-353.9999999999992,-72.0000000000054,-19.00000000000235,-243.99999999999977,-341.0000000000082,-341.99999999999784,-334.9999999999964,-109.99999999999943,-196.99999999998852,-31.00000000000591,82.99999999999974,56.99999999999594,-270.00000000001467,,-2483.000000000012
2018.07.09,-29.999999999996696,-302.0000000000023,71.99999999998852,-147.99999999999258,73.00000000000084,-6.0000000000060005,-360.99999999999,-72.0000000000054,-19.00000000000235,-275.99999999998204,-379.0000000000191,-390.0000000000015,-344.99999999999534,-117.00000000000443,-219.99999999999886,6.000000000000227,134.0000000000008,58.000000000002494,-319.0000000000026,,-2641.000000000007
2018.07.09,-29.999999999996696,-303.0000000000088,-31.00000000000591,-123.99999999999079,92.00000000000318,-7.9999999999968985,-369.99999999999034,-70.99999999999883,-59.000000000009045,-417.0000000000016,-326.9999999999982,-365.99999999999966,-388.9999999999949,-123.00000000000466,-290.9999999999968,-85.99999999999852,136.99999999999824,31.000000000003247,-406.00000000001745,,-3141.0000000000045
2018.07.09,-122.99999999999534,-280.9999999999979,-18.000000000000682,-113.99999999999189,137.00000000000932,2.999999999997449,-420.0000000000017,-60.00000000000449,-54.00000000000959,-353.00000000000864,-401.00000000001046,-401.00000000000693,-377.9999999999894,-124.00000000000944,-360.99999999999,-54.99999999999261,200.00000000000017,43.00000000000415,-474.0000000000189,,-3234.0000000000173
2018.07.09,-122.99999999999534,-268.0000000000016,39.99999999999204,-21.999999999988695,247.00000000000833,59.99999999999339,-467.9999999999893,-63.00000000000195,-35.00000000000725,-206.99999999999363,-433.00000000002115,-360.0000000000048,-331.999999999999,-168.99999999999693,-402.9999999999916,58.9999999999975,265.99999999999955,51.000000000001044,-476.0000000000098,,-2636.000000000009
