date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.03,-47.9999999999925,63.99999999999739,-11.999999999989797,73.99999999999807,-5.999999999994898,-36.0000000000027,-58.99999999999794,-83.9999999999952,-85.00000000000173,-59.99999999998806,-29.999999999996696,-19.999999999997797,84.0000000000063,25.00000000000835,-40.99999999999682,-70.99999999999883,35.999999999991594,131.9999999999908,17.000000000000348,-59.99999999999339,-249.00000000001032,-30.000000000001137,-13.00000000000523,-147.99999999999613,-46.00000000000159,96.99999999999153,-221.00000000000452,,-789.9999999999809
2020.02.03,-30.999999999992145,78.00000000000028,-68.00000000000139,79.9999999999983,-9.000000000014552,-11.00000000000545,-68.00000000000139,-103.99999999999298,-57.00000000001815,-49.99999999999716,-26.999999999999247,-7.9999999999968985,75.9999999999983,65.00000000000395,-43.00000000000637,-104.99999999999955,177.99999999998929,55.999999999997385,72.0000000000054,-43.999999999999595,-187.00000000000384,-47.000000000011255,-54.000000000002046,-155.00000000000114,-16.0000000000049,101.99999999999099,-178.99999999999582,,-556.0000000000599
2020.02.03,-37.99999999999359,123.99999999999079,-15.999999999993797,42.999999999992156,-55.000000000005045,-119.99999999999788,-17.999999999995797,-119.99999999998678,-63.000000000013046,62.00000000001182,-23.999999999990695,-112.000000000001,38.0000000000047,54.00000000000959,57.999999999992724,-202.00000000001327,-73.00000000001194,150.99999999999625,-35.999999999991594,-241.00000000000233,-180.0000000000024,-14.000000000010004,90.99999999999397,-76.00000000000762,-184.00000000000637,13.999999999991797,-290.9999999999968,,-1228.000000000036
2020.02.03,-42.999999999993044,107.99999999999699,-17.000000000000348,45.000000000001705,-65.00000000000395,-95.99999999999609,-97.9999999999981,-112.99999999998533,-69.00000000000794,53.00000000001148,-19.999999999997797,-87.99999999999919,116.00000000000499,41.000000000002146,38.000000000010914,-181.00000000000892,-14.000000000002899,146.99999999999136,-38.0000000000047,-168.99999999999693,-390.0000000000015,-19.000000000005457,60.000000000002274,-162.00000000000614,-143.9999999999997,113.99999999999189,-378.999999999996,,-1382.9999999999902
2020.02.03,-95.99999999999609,102.00000000000209,-48.000000000003595,9.999999999990905,-89.00000000000574,-118.00000000000699,-70.99999999999883,-176.99999999998272,-97.00000000001374,30.000000000001137,-45.99999999999049,-149.99999999999457,60.99999999999994,60.99999999999994,75.9999999999934,-214.00000000000307,-144.99999999999514,154.99999999998693,-32.0000000000098,-317.9999999999961,-266.999999999995,-9.000000000000341,105.00000000000398,-114.00000000000432,-192.00000000000327,73.99999999999629,-347.9999999999928,,-1857.0000000000175
2020.02.03,-151.9999999999966,60.99999999999994,-92.00000000000318,-54.000000000002046,-83.00000000001084,-170.99999999999892,-29.000000000001247,-207.99999999998596,-114.0000000000141,33.00000000000125,-95.99999999999609,-237.99999999999378,-25.999999999992696,67.00000000000594,118.99999999999977,-151.00000000001222,-303.9999999999932,179.9999999999926,36.999999999998145,-469.99999999999267,-90.99999999999665,43.99999999999693,210.99999999999852,-25.000000000005684,-265.0000000000041,8.999999999992347,-385.99999999999744,,-2194.000000000012
2020.02.03,-75.9999999999983,102.00000000000209,-35.999999999991594,-19.99999999999602,-76.99999999999375,-133.00000000000534,-99.00000000000463,-150.99999999999002,-87.99999999999919,83.00000000001262,-42.999999999993044,-150.99999999999002,90.0000000000012,53.00000000000304,117.00000000001864,-197.00000000000273,-137.9999999999937,198.99999999999807,-29.00000000001235,-295.0000000000008,-371.99999999999454,19.99999999999602,146.0000000000008,-121.99999999999989,-214.00000000000307,104.99999999999955,-439.99999999999596,,-1765.9999999999332
2020.02.03,-151.9999999999966,60.99999999999994,-76.0000000000094,-129.0000000000049,-38.0000000000047,-156.99999999999602,-51.99999999999649,-212.99999999999653,-134.00000000001188,111.0000000000042,-121.99999999999989,-228.99999999999034,-4.999999999999449,57.00000000000705,219.99999999999886,-97.00000000001374,-266.999999999995,275.99999999999625,63.99999999999739,-414.9999999999876,-184.00000000000637,128.99999999999068,245.9999999999951,-1.0000000000047748,-221.99999999999997,67.9999999999903,-401.99999999999125,,-1663.0000000000255
2020.02.03,-96.99999999999153,69.9999999999923,-85.00000000000173,-88.99999999999864,-80.99999999999774,-99.00000000000463,-67.00000000000594,-147.99999999999258,-64.0000000000196,135.00000000000512,-56.0000000000005,-131.99999999999878,46.00000000000159,68.00000000000139,180.00000000000682,-165.00000000001512,-85.00000000000173,225.9999999999991,25.999999999992696,-285.99999999998624,-219.00000000001364,70.99999999999795,156.0000000000059,-42.00000000000159,-168.99999999999693,60.99999999999994,-340.00000000000693,,-1185.000000000031
2020.02.03,-84.99999999999064,32.999999999994145,-90.99999999999665,-49.000000000006594,-103.00000000000864,-73.00000000000084,-55.000000000005045,-95.999999999985,-45.000000000006146,106.00000000000875,-34.99999999999615,-101.99999999999099,41.000000000002146,52.000000000007596,84.00000000000318,-141.00000000001333,-66.00000000001049,174.99999999999716,11.999999999989797,-228.99999999999034,-178.99999999999582,27.999999999991587,102.00000000000387,-54.000000000002046,-151.9999999999966,29.999999999996696,-282.0000000000045,,-1174.0000000000048
