date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.11,-19.999999999997797,170.99999999998784,18.999999999991246,-21.000000000000796,59.000000000009045,14.999999999998348,162.99999999999093,148.99999999999915,-21.00000000000435,-60.000000000002274,17.999999999995797,-22.999999999995246,-108.00000000000809,95.00000000000064,67.00000000000728,102.99999999998644,334.9999999999964,-54.000000000002046,-62.99999999999084,78.00000000000028,-45.99999999999049,-1.0000000000047748,-43.00000000000637,86.99999999998909,-26.000000000003798,118.99999999999133,-100.99999999999554,,890.9999999999416
2019.11.11,-14.999999999998348,163.00000000000205,17.000000000000348,-5.000000000009663,12.000000000012001,4.999999999999449,100.99999999999554,191.00000000000784,-7.0000000000014495,-22.999999999996135,24.999999999997247,-12.000000000000899,-34.000000000000696,75.9999999999983,163.0000000000109,184.99999999999073,415.99999999999415,-4.9999999999954525,-15.999999999993797,133.99999999998968,140.0000000000068,25.99999999999625,-33.00000000000125,49.99999999999716,-23.00000000000635,48.99999999999905,-4.000000000004,,1575.9999999999895
2019.11.11,14.000000000002899,195.9999999999962,35.00000000000725,7.999999999995566,-23.999999999979593,54.999999999993946,139.99999999999568,231.0000000000034,35.00000000000725,40.99999999999682,24.999999999997247,50.0000000000056,-87.00000000000374,82.00000000000429,206.99999999999363,258.99999999998704,336.9999999999873,30.000000000001137,60.99999999999994,52.99999999999194,129.00000000000134,15.999999999991132,27.999999999991587,90.99999999999397,66.99999999999484,121.99999999999989,35.999999999991594,,2236.999999999949
2019.11.11,7.0000000000014495,208.99999999999253,34.000000000000696,-24.00000000000091,-20.999999999982144,24.999999999997247,143.9999999999997,245.0000000000063,29.999999999996696,13.00000000000523,23.999999999990695,14.000000000002899,-86.0000000000083,87.00000000000374,175.00000000001137,272.00000000000557,428.9999999999905,-7.999999999995566,54.0000000000207,120.00000000000898,117.99999999999588,-6.000000000000227,-27.000000000001023,72.99999999999329,26.999999999999247,122.99999999999534,-21.00000000000435,,2030.0000000000252
2019.11.11,37.99999999999359,211.00000000000563,29.999999999996696,-4.0000000000048885,-25.999999999992696,24.999999999997247,161.00000000000003,278.00000000000045,55.99999999998939,4.0000000000048885,43.999999999999595,33.000000000005244,-121.00000000000443,92.99999999999864,203.00000000000296,273.9999999999965,446.9999999999974,10.000000000005116,52.000000000007596,120.00000000000898,68.00000000000139,-3.0000000000001137,-14.000000000010004,105.99999999999454,20.999999999993246,146.99999999999713,-49.99999999999449,,2202.999999999989
2019.11.11,48.000000000003595,235.99999999999176,-8.000000000008,-114.00000000000432,-43.999999999999595,-2.000000000002,208.99999999999253,321.0000000000157,35.999999999991594,-120.00000000000455,41.9999999999976,16.0000000000049,-177.00000000000495,136.00000000000279,86.00000000001273,330.9999999999924,553.9999999999878,-149.99999999999147,25.00000000000835,126.0000000000039,-114.99999999999844,-88.99999999999864,-118.00000000000921,84.99999999999375,2.999999999997449,223.99999999999088,-173.00000000000094,,1367.9999999999657
2019.11.11,22.999999999995246,222.99999999999542,17.000000000000348,-118.00000000000921,-51.99999999998539,24.000000000001798,265.99999999999955,273.0000000000121,31.000000000003247,-93.99999999999409,15.999999999993797,21.00000000000435,-218.00000000000708,108.00000000000809,69.99999999999318,327.99999999999494,463.9999999999977,-128.99999999999068,67.00000000001705,103.99999999999298,-282.9999999999888,-97.99999999999898,-93.00000000000352,144.99999999999602,43.999999999999595,306.9999999999906,-226.99999999999943,,1219.0000000000186
2019.11.11,9.00000000000345,174.99999999999181,-2.999999999997449,-87.0000000000033,-61.99999999998429,-24.999999999997247,232.99999999999432,215.00000000000963,-8.999999999992347,-48.00000000000182,1.999999999990898,-36.0000000000027,-175.00000000000293,90.0000000000012,60.000000000002274,279.99999999999136,526.9999999999886,-118.99999999999977,51.000000000001044,187.99999999998818,-180.0000000000024,-76.99999999999818,-125.0,128.99999999999068,-14.999999999998348,268.99999999999704,-243.99999999999977,,1022.9999999999702
2019.11.11,12.000000000000899,130.0000000000079,9.999999999998899,-131.00000000000023,-55.99999999998939,-41.000000000002146,243.99999999999977,170.00000000000347,9.999999999998899,-94.99999999999886,3.999999999992898,-51.000000000001044,-186.00000000000838,51.000000000001044,-49.99999999998295,214.99999999998744,507.9999999999973,-152.9999999999916,66.00000000001049,246.99999999999721,-184.99999999999073,-112.99999999999955,-173.00000000000182,112.99999999999955,-36.999999999998145,279.99999999999136,-292.00000000000335,,497.00000000001893
2019.11.11,-48.99999999999905,207.00000000000162,45.000000000006146,-210.00000000000796,-53.999999999998494,-29.000000000001247,264.999999999993,170.00000000000347,-25.00000000000835,-105.99999999999454,-39.00000000000014,-82.99999999999974,-168.00000000000148,75.00000000000284,-64.99999999999773,309.0000000000037,584.9999999999911,-198.99999999999807,107.00000000001265,269.00000000000813,-190.99999999998562,-167.0000000000016,-215.0000000000034,85.99999999999852,-29.000000000001247,301.9999999999912,-310.0000000000103,,481.00000000000335
