date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.01,-12.999999999996348,-72.00000000000273,-96.00000000000719,-17.999999999995797,-36.999999999998145,-114.0000000000141,0.0,-204.99999999999963,-160.00000000000458,-27.999999999994696,-214.99999999998744,-121.99999999999989,-54.99999999998284,-157.00000000000713,-226.00000000001506,-25.000000000005684,-184.99999999998806,0.0,0.0,-116.00000000000499,-65.00000000000395,,-1909.000000000008
2021.11.01,12.000000000012001,-69.99999999999318,-87.99999999999919,30.000000000007798,191.00000000000784,-117.00000000001154,136.99999999999824,-210.99999999999451,-162.0000000000066,-21.999999999999797,-218.00000000000708,-80.99999999999774,-59.99999999999339,-121.99999999999989,-200.00000000000017,43.00000000000637,-193.9999999999884,97.99999999999898,98.99999999999353,-139.00000000000023,-17.000000000000348,,-1090.9999999999677
2021.11.01,2.0000000000131024,-66.0000000000025,-106.00000000000608,-0.999999999995449,187.00000000000384,-99.00000000000463,131.99999999999878,-161.00000000000003,-164.00000000000858,-26.999999999999247,-234.99999999998522,35.999999999991594,-83.9999999999952,-36.999999999998145,-222.99999999999542,16.999999999995907,-153.99999999999636,88.00000000000807,73.00000000000084,-182.00000000000438,26.999999999999247,,-976.9999999999801
2021.11.01,-6.999999999979245,-150.99999999999625,-89.00000000000574,16.0000000000049,200.00000000000017,-107.00000000001265,153.99999999999858,-205.99999999999508,-221.99999999999997,-24.000000000001798,-180.0000000000024,-17.000000000000348,-39.999999999995595,-113.99999999999189,-371.99999999999454,99.00000000000375,-212.99999999999386,180.00000000000682,68.00000000000139,-217.99999999999596,73.99999999999629,,-1168.9999999999534
2021.11.01,8.000000000008,-144.99999999999602,-79.99999999999119,43.00000000000415,238.99999999998923,-118.00000000001809,178.00000000000037,-275.99999999999847,-264.0000000000087,-7.9999999999968985,-187.00000000000384,-131.99999999999878,-17.000000000000348,-259.0000000000092,-443.0000000000156,106.99999999999932,-284.9999999999966,210.00000000000796,73.00000000000084,-246.00000000000176,43.999999999999595,,-1558.000000000026
2021.11.01,-151.9999999999966,-99.99999999999432,-147.99999999999258,-36.999999999998145,133.00000000000534,-94.00000000001629,161.99999999999548,-195.9999999999962,-199.00000000000472,-73.00000000000084,-174.99999999999181,8.000000000008,-31.999999999987594,-109.99999999998789,-330.0000000000081,-25.000000000005684,-191.99999999999307,28.999999999996362,43.999999999999595,-165.9999999999995,32.999999999994145,,-1619.9999999999745
2021.11.01,-83.9999999999952,-42.00000000000159,-147.99999999999258,-41.9999999999976,154.99999999999403,-90.00000000001229,126.0000000000039,-143.9999999999997,-195.00000000000074,-53.00000000000304,-177.00000000000495,56.99999999999594,-90.99999999999665,5.999999999994898,-314.99999999999864,-45.000000000001705,-98.99999999998954,25.000000000005684,34.000000000000696,-211.00000000000563,41.99999999998649,,-1291.0000000000182
2021.11.01,-74.99999999998064,-67.99999999999784,-136.99999999998712,-63.99999999999739,139.00000000000023,-78.00000000000028,124.99999999999733,-174.99999999999181,-200.00000000000017,-51.99999999999649,-182.99999999999983,5.000000000010552,-52.99999999999194,-83.9999999999952,-350.00000000000585,-30.000000000001137,-150.99999999999625,34.99999999999659,12.999999999996348,-202.0000000000022,95.00000000000064,,-1489.9999999999427
2021.11.01,-34.000000000000696,-55.999999999997385,-78.00000000000028,-46.999999999997044,184.00000000000637,-94.00000000001629,158.99999999999804,-156.99999999999602,-211.00000000000563,-22.999999999995246,-136.00000000000279,53.999999999998494,7.0000000000014495,-49.99999999999449,-377.0000000000051,25.000000000005684,-119.99999999999034,106.00000000000875,-21.00000000000435,-189.00000000000583,130.99999999999224,,-927.0000000000005
2021.11.01,2.0000000000131024,0.0,-45.99999999999049,-19.999999999997797,226.99999999999943,-99.00000000000463,192.99999999999872,-161.99999999999548,-214.00000000000307,-2.999999999997449,-147.99999999999258,112.000000000001,43.00000000001525,-36.999999999998145,-370.00000000000364,36.000000000001364,-61.99999999999761,108.00000000000409,-1.0000000000065512,-158.99999999999804,117.99999999999588,,-481.9999999999566
