date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2019.08.26,-89.00000000000574,-14.000000000002899,-92.00000000000318,-7.000000000005002,-85.00000000000173,-9.000000000014552,-96.00000000000364,0.0,-68.99999999999685,0.0,-49.000000000006594,-129.00000000000134,-103.99999999999298,0.0,-100.99999999999554,-224.99999999998633,-17.999999999984695,-3.9999999999906777,-52.99999999999727,0.0,,-1143.999999999989
2019.08.26,-102.99999999999754,-8.999999999992347,-51.99999999998539,9.999999999990905,-121.00000000001555,4.999999999988347,-204.9999999999983,-10.999999999994348,-57.00000000000705,42.999999999993044,-56.000000000011596,-175.99999999999838,-1.0000000000065512,46.999999999997044,-79.99999999999119,-112.000000000001,-51.000000000001044,42.00000000000159,-159.9999999999966,11.00000000000545,,-1036.0000000000205
2019.08.26,-36.999999999998145,-18.999999999991246,-24.000000000001798,97.99999999999898,-166.00000000002169,-6.000000000017103,-406.0000000000059,-481.9999999999935,-18.0000000000069,-4.999999999999449,-96.00000000000364,-358.00000000001387,103.00000000000864,58.9999999999975,-293.99999999999426,-31.999999999987594,-1342.9999999999832,64.99999999999773,-766.0000000000053,-473.99999999999665,,-4201.000000000017
2019.08.26,-2.000000000002,-28.999999999990145,17.000000000000348,134.00000000000034,-12.000000000012001,-15.00000000000945,-289.0000000000015,-504.9999999999999,283.99999999999534,126.99999999999933,88.99999999999864,-358.9999999999982,914.9999999999991,100.99999999999909,-374.0000000000077,900.9999999999962,-1360.99999999999,204.9999999999983,-718.0000000000035,-471.99999999999466,,-1363.0000000000223
2019.08.26,-70.99999999999883,-62.000000000006494,-38.0000000000047,12.999999999991019,-139.00000000000023,-26.0000000000149,-150.00000000000568,-390.99999999999693,170.00000000000347,51.99999999999649,-68.9999999999884,-414.00000000000324,855.9999999999901,1.9999999999953388,-313.99999999999204,709.0000000000041,-1062.9999999999918,96.00000000000364,-503.0000000000001,-395.99999999999636,,-1738.0000000000155
2019.08.26,-55.000000000005045,-79.00000000000685,-75.99999999998718,64.99999999999773,-33.00000000001635,43.999999999999595,-150.99999999999625,-322.00000000000006,163.99999999999747,75.9999999999983,31.00000000000591,-333.0000000000055,659.0000000000095,109.99999999999943,-245.99999999999068,587.0000000000042,-746.0000000000023,132.000000000005,-450.9999999999934,-287.0000000000039,,-910.9999999999902
2019.08.26,-236.00000000000287,-78.00000000000028,-119.99999999998678,-158.00000000000125,-283.000000000011,-124.99999999999733,-143.00000000000068,-264.999999999993,-90.0000000000012,17.000000000000348,-256.0000000000002,-295.0000000000008,368.9999999999971,-93.00000000000352,-178.99999999999582,133.00000000000534,-627.9999999999841,-69.00000000000261,-408.9999999999918,-231.99999999999886,,-3139.999999999969
2019.08.26,-273.000000000001,-43.999999999999595,-136.99999999998712,-213.99999999999864,-316.0000000000052,-157.00000000000713,-126.00000000000477,-44.99999999999504,-153.99999999999858,14.999999999998348,-300.9999999999877,-233.00000000001654,283.99999999999534,-131.00000000000023,-129.00000000000134,53.999999999998494,-174.99999999999181,-100.99999999999909,-158.99999999999181,-119.99999999999788,,-2461.9999999999914
2019.08.26,-346.9999999999973,-83.00000000001084,-112.000000000001,-370.00000000000455,-370.00000000000364,-222.00000000001108,-52.99999999999727,-29.999999999996696,-316.0000000000052,24.000000000001798,-473.99999999998954,-202.00000000001327,-32.999999999994145,-300.00000000001137,-58.99999999998684,-134.99999999999625,-95.00000000000064,-265.00000000000057,-81.99999999999363,-114.00000000000298,,-3638.000000000015
2019.08.26,-297.9999999999983,-8.999999999992347,-90.99999999999665,-269.00000000000546,-382.0000000000157,-209.00000000001472,-33.00000000000125,57.00000000000705,-241.99999999999778,34.99999999999615,-424.0000000000066,-233.00000000001654,99.00000000000463,-251.00000000000477,-79.99999999999119,-31.000000000003247,-19.999999999997797,-204.9999999999983,22.00000000000557,-48.000000000003595,,-2612.0000000000314
