date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.14,-21.999999999999797,-39.999999999995595,-83.9999999999952,-21.999999999999797,-29.000000000001247,-114.0000000000141,-20.999999999982144,-170.0000000000017,-64.0000000000085,-19.999999999997797,-52.99999999999194,-90.0000000000012,-37.99999999998249,0.0,-204.99999999998852,-88.00000000000807,0.0,-158.99999999999804,-58.000000000006935,-7.999999999995566,-4.9999999999954525,-18.999999999991246,-21.999999999999797,-35.999999999991594,,-1366.9999999999468
2019.01.14,-41.000000000002146,-112.99999999998533,-81.9999999999821,-10.999999999994348,-24.000000000001798,-77.00000000001594,22.0000000000109,-196.00000000001216,-21.999999999999797,32.999999999994145,-60.99999999999994,-71.99999999999429,16.000000000019554,42.999999999993044,-307.99999999999716,39.99999999999204,59.000000000009045,-208.99999999999253,-81.00000000000307,3.0000000000001137,-1.9999999999953388,3.0000000000085514,-25.00000000000835,-45.000000000006146,,-1149.9999999999632
2019.01.14,-41.000000000002146,-134.99999999999625,-112.000000000001,-80.99999999999774,-29.999999999996696,-30.0000000000189,22.0000000000109,-192.00000000000728,-16.0000000000049,19.999999999997797,-55.99999999998939,-73.00000000000084,-13.00000000000523,160.00000000000458,-520.9999999999936,-61.00000000000705,119.00000000000244,-201.99999999999108,-60.000000000002274,-129.0000000000049,-61.99999999999761,-39.999999999995595,-9.999999999998899,-39.999999999995595,,-1582.9999999999916
2019.01.14,9.999999999998899,-109.00000000000354,-51.99999999998539,-81.9999999999932,-54.999999999993946,-72.0000000000054,36.999999999998145,-111.0000000000042,-23.00000000000635,56.99999999999594,-49.99999999999449,-100.00000000000009,-85.99999999998431,89.99999999999008,-501.9999999999802,-61.00000000000705,124.00000000001299,-231.0000000000034,-11.00000000000989,-118.99999999999977,-67.00000000000728,-25.999999999992696,0.999999999995449,-5.000000000010552,,-1442.9999999999902
2019.01.14,-2.000000000002,-29.999999999996696,-80.99999999999774,-94.99999999998954,-58.000000000002494,-77.00000000001594,42.0000000000087,-141.00000000000534,-1.0000000000065512,44.99999999999504,-57.99999999999139,-119.99999999999788,-92.99999999998931,96.00000000000719,-407.99999999998613,-37.00000000000614,135.00000000001845,-287.9999999999994,-14.000000000010004,-123.99999999999523,-67.00000000000728,-50.99999999998994,-12.000000000000899,-38.0000000000047,,-1476.9999999999654
2019.01.14,13.00000000000745,-48.99999999998794,-89.99999999999008,-42.999999999993044,-20.999999999993246,-53.999999999998494,68.00000000000139,-109.99999999999943,-14.000000000002899,14.000000000002899,-15.999999999993797,-126.99999999999933,-84.00000000000318,72.99999999998974,-273.9999999999965,-32.00000000001069,136.00000000000279,-234.00000000000088,-5.000000000009663,-73.99999999999807,-34.99999999999659,6.0000000000060005,24.000000000001798,-38.0000000000047,,-965.9999999999663
2019.01.14,-5.999999999994898,-28.000000000005798,-123.99999999999079,1.0000000000065512,13.00000000000745,-97.00000000001374,56.000000000011596,-111.0000000000042,-29.000000000001247,-17.000000000000348,11.00000000000545,-156.99999999999602,-132.000000000005,-25.00000000000835,-189.99999999997908,-34.000000000006025,127.00000000001043,-130.0000000000079,-26.00000000001046,-37.9999999999967,-4.9999999999954525,60.00000000000449,59.99999999999339,-52.000000000007596,,-872.9999999999842
2019.01.14,-92.99999999999864,-107.99999999999699,-200.00000000000017,1.0000000000065512,7.0000000000014495,-119.00000000000244,76.0000000000094,-103.00000000000864,-34.000000000000696,-24.999999999997247,-58.99999999999794,-171.99999999999437,-334.0000000000032,-49.99999999999449,-288.99999999998374,-181.0000000000116,137.00000000000932,-326.0000000000041,-33.00000000000125,-225.9999999999991,-180.00000000000682,13.00000000000745,12.000000000000899,-53.999999999998494,,-2339.9999999999654
2019.01.14,-97.00000000000264,-85.00000000000173,-202.9999999999976,-32.999999999994145,2.000000000002,-143.00000000000423,60.99999999999994,-16.000000000005343,37.99999999999359,90.0000000000012,-58.99999999999794,-170.00000000000347,-329.9999999999841,86.0000000000083,-348.9999999999993,-156.0000000000059,229.00000000001253,-326.0000000000041,112.99999999999955,-230.00000000000398,-168.99999999999693,-10.999999999994348,12.000000000000899,-32.999999999994145,,-1778.9999999999716
2019.01.14,-95.99999999999609,-68.99999999998573,-193.99999999998306,-171.99999999999437,-100.99999999999554,-196.0000000000184,36.999999999998145,10.99999999999568,59.99999999999339,139.00000000000023,-131.99999999999878,-183.99999999999528,-421.99999999999704,62.000000000006494,-498.9999999999828,-224.00000000000375,247.00000000001944,-455.99999999998977,156.99999999999648,-371.9999999999999,-269.999999999996,-114.99999999999844,-33.000000000005244,34.000000000000696,,-2787.99999999993
