date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.02.27,21.00000000000435,-18.0000000000069,-14.000000000002899,45.000000000001705,-28.000000000005798,-23.999999999990695,17.999999999995797,-26.999999999999247,17.000000000000348,18.000000000000682,-7.0000000000014495,-19.00000000000235,-37.99999999999359,63.00000000000195,12.000000000000455,-60.000000000015596,-84.0000000000174,42.00000000000159,36.0000000000138,21.00000000000435,-39.00000000001125,41.00000000001103,-65.00000000001194,54.000000000002046,-17.000000000000348,-53.00000000000304,26.0000000000149,,-79.00000000000949
2017.02.27,68.00000000000139,-144.99999999999514,24.000000000001798,103.9999999999992,-49.00000000001015,51.000000000001044,-12.000000000000899,-90.99999999999665,31.000000000003247,42.00000000000159,-46.00000000000159,19.00000000000235,-29.000000000001247,141.99999999999767,-65.99999999997408,-185.99999999999727,-91.00000000001884,72.00000000000273,-1.0000000000065512,109.00000000000354,39.999999999995595,75.00000000000284,-26.00000000001046,49.99999999999716,63.99999999999739,-5.999999999994898,3.0000000000196536,,146.00000000001944
2017.02.27,141.99999999999767,-578.0000000000118,15.999999999993797,155.9999999999917,-128.000000000017,75.9999999999983,-39.999999999995595,-435.0000000000076,113.00000000000753,10.000000000005116,-60.99999999999994,-19.00000000000235,-53.999999999998494,451.0000000000014,-489.9999999999807,-659.0000000000095,-587.0000000000042,127.00000000000955,107.99999999999699,165.9999999999995,112.99999999998533,76.00000000000762,-42.00000000000159,57.999999999992724,32.999999999994145,-31.999999999998696,15.00000000000945,,-1465.0000000000366
2017.02.27,195.9999999999962,-680.9999999999983,104.99999999999955,57.999999999992724,-232.00000000000998,101.00000000000664,-90.0000000000012,-473.0000000000123,83.00000000001084,-140.99999999999113,-30.999999999992145,-31.000000000003247,-36.0000000000027,451.9999999999969,-732.9999999999757,-657.0000000000186,-668.0000000000019,-73.99999999999807,107.00000000001265,102.00000000000209,95.999999999985,-69.99999999999318,66.99999999999307,-70.99999999999795,-11.00000000000545,-42.999999999993044,55.000000000005045,,-2619.9999999999936
2017.02.27,85.00000000000173,-453.99999999999886,-1.0000000000065512,-75.00000000000284,-137.00000000000932,75.00000000000284,-45.000000000006146,-385.99999999999744,69.9999999999923,-154.99999999998693,-7.9999999999968985,32.999999999994145,-2.000000000002,380.00000000000256,-640.9999999999911,-487.0000000000152,-434.000000000001,-93.99999999999409,139.00000000000023,200.00000000000017,148.99999999999915,-109.99999999999943,141.9999999999959,-112.99999999999955,31.000000000003247,-31.000000000003247,22.0000000000109,,-1847.0000000000073
2017.02.27,69.00000000000794,-493.99999999999443,-24.000000000001798,39.99999999999204,-83.00000000001084,26.000000000003798,-33.000000000005244,-441.0000000000025,76.99999999999375,-19.99999999999602,-30.999999999992145,-7.9999999999968985,-7.9999999999968985,426.9999999999996,-542.999999999978,-602.0000000000136,-584.0000000000067,50.00000000001137,107.99999999999699,137.00000000000932,158.99999999999804,17.000000000010118,-4.0000000000048885,-19.000000000005457,7.0000000000014495,-9.00000000000345,72.0000000000054,,-1713.9999999999798
2017.02.27,18.0000000000069,-446.0000000000131,-92.00000000000318,-70.99999999999795,-97.00000000001374,7.0000000000014495,-14.000000000002899,-460.000000000016,90.99999999999665,-71.99999999998852,19.00000000000235,14.000000000002899,14.000000000002899,451.0000000000014,-625.9999999999764,-522.0000000000002,-562.0000000000181,9.000000000000341,219.99999999999798,192.99999999999872,214.99999999998744,-77.99999999998875,60.99999999999284,-78.00000000000296,-29.00000000001235,-51.000000000001044,71.00000000002105,,-1815.000000000022
2017.02.27,12.999999999996348,-441.0000000000025,-90.00000000001229,-97.99999999999898,-78.00000000000028,-56.0000000000005,-19.00000000000235,-459.0000000000094,80.99999999999774,-94.99999999999886,9.00000000000345,-48.99999999999905,19.999999999997797,446.9999999999974,-652.9999999999916,-543.0000000000045,-690.0000000000128,-20.999999999986585,192.99999999999872,83.00000000001084,222.99999999999542,-84.99999999999375,9.000000000000341,-100.99999999999909,-96.00000000000719,-29.999999999996696,164.00000000000858,,-2362.00000000001
2017.02.27,48.000000000003595,-533.0000000000057,-56.99999999999594,-23.000000000010346,-121.99999999999989,-60.99999999999994,-33.000000000005244,-507.9999999999973,86.0000000000083,-56.99999999998795,9.999999999998899,-78.00000000000028,9.999999999998899,481.9999999999935,-658.9999999999918,-604.0000000000045,-814.0000000000036,23.000000000010346,201.00000000000674,26.0000000000149,200.00000000000017,-55.999999999997385,-53.00000000001148,-63.00000000000239,-137.00000000000932,-42.999999999993044,192.00000000001438,,-2622.999999999966
2017.02.27,69.00000000000794,-514.0000000000144,-28.000000000005798,75.9999999999934,-91.00000000001884,-73.99999999999629,-60.00000000000449,-465.0000000000043,79.00000000000685,17.000000000010118,-26.999999999999247,-106.00000000000608,26.999999999999247,446.9999999999974,-514.9999999999864,-619.000000000014,-809.0000000000152,94.0000000000083,124.00000000001299,-25.999999999992696,222.99999999999542,41.00000000001103,-142.00000000001012,-25.99999999999625,-124.00000000001299,21.00000000000435,253.00000000001432,,-2155.0000000000155
