date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.03.11,51.000000000001044,-38.99999999998904,42.0000000000087,-48.99999999999238,-95.999999999985,53.00000000000304,16.0000000000049,18.0000000000069,7.999999999985796,96.00000000000364,4.999999999999449,-12.000000000000899,50.99999999998994,-9.999999999998899,-105.00000000001819,-60.99999999999994,124.00000000001299,106.00000000000875,-48.99999999998794,-93.99999999999409,58.000000000002494,-89.9999999999892,-94.99999999999886,21.000000000000796,7.0000000000014495,-78.99999999999574,59.000000000009045,,-63.99999999991123
2019.03.11,41.000000000002146,-4.999999999988347,5.999999999994898,-60.000000000002274,-24.999999999986144,-26.999999999999247,56.0000000000005,43.999999999999595,34.000000000000696,97.00000000000841,39.999999999995595,63.00000000000195,88.99999999999464,-14.000000000002899,-81.00000000001728,-25.00000000000835,-20.999999999982144,75.00000000000284,-17.999999999984695,31.000000000003247,96.99999999999153,-52.99999999999727,-13.00000000000523,58.9999999999975,-52.000000000007596,-87.99999999999919,0.0,,250.00000000001285
2019.03.11,40.0000000000178,69.9999999999923,-7.999999999985796,-28.999999999996362,8.000000000008,-58.99999999999794,90.99999999999665,124.99999999999733,46.999999999997044,64.99999999999773,60.99999999999994,97.00000000000264,124.99999999999733,21.999999999999797,37.99999999998249,-79.00000000000685,4.000000000004,24.00000000000091,0.0,78.00000000000028,153.9999999999875,-7.999999999995566,42.999999999992156,117.999999999995,-70.0000000000034,-109.99999999999899,5.000000000010552,,851.9999999999945
2019.03.11,50.0000000000167,2.999999999997449,33.00000000001635,-67.99999999999784,-51.99999999998539,-19.00000000000235,73.00000000000084,69.9999999999923,21.999999999988695,117.999999999995,36.999999999998145,62.000000000006494,115.99999999999389,7.0000000000014495,-86.00000000001273,-70.99999999999883,24.000000000001798,115.0000000000091,-11.999999999989797,42.999999999993044,167.00000000000603,-73.99999999999807,-31.00000000000591,69.99999999999318,-57.00000000000705,-128.99999999999022,32.999999999994145,,444.0000000000164
2019.03.11,60.99999999999994,-112.000000000001,90.99999999999665,-113.99999999999011,-91.99999999998099,48.99999999999905,-9.999999999998899,-35.999999999991594,-24.000000000001798,174.0000000000066,22.999999999995246,2.000000000002,36.999999999998145,-25.00000000000835,-275.0000000000057,38.0000000000047,31.000000000003247,230.00000000000398,22.0000000000109,-28.000000000005798,52.000000000007596,-132.99999999999557,-135.99999999999568,-52.00000000000671,4.999999999999449,-41.9999999999976,4.000000000004,,-259.9999999999483
2019.03.11,38.0000000000047,-164.00000000000858,69.00000000000794,-262.00000000000045,-116.99999999998934,80.99999999999774,-17.999999999995797,-113.99999999999189,-32.0000000000098,293.99999999999693,-8.000000000008,-46.999999999997044,15.999999999993797,-75.00000000000284,-528.00000000002,73.99999999999629,45.000000000006146,377.00000000000955,-31.999999999987594,-131.99999999999878,5.999999999994898,-257.99999999999557,-278.99999999999636,-161.00000000000136,31.999999999998696,-48.99999999999905,42.999999999993044,,-1201.000000000003
2019.03.11,107.00000000001265,-140.0000000000068,100.99999999999554,-107.99999999998988,-110.99999999999443,10.999999999994348,33.000000000005244,-1.0000000000065512,14.999999999987246,219.99999999999886,47.9999999999925,73.00000000000084,112.99999999999643,-33.000000000005244,-299.0000000000066,45.000000000006146,-105.99999999998388,237.00000000000898,14.000000000002899,73.99999999999629,173.00000000000094,-139.99999999998636,-91.99999999999875,-1.0000000000047748,-58.99999999999794,-114.99999999999844,17.000000000000348,,76.00000000001953
2019.03.11,106.00000000000608,-113.99999999999189,60.000000000015596,-55.999999999997385,-73.99999999999629,-16.0000000000049,2.000000000002,24.000000000001798,53.999999999998494,168.00000000000637,68.00000000000139,101.00000000000664,80.99999999999774,-47.00000000000814,-203.00000000000296,58.99999999998684,-142.99999999998204,135.00000000000512,2.0000000000131024,76.99999999999375,38.0000000000047,-78.99999999999352,-25.000000000005684,0.999999999990564,-70.0000000000034,-46.999999999997044,-69.00000000000794,,33.00000000003901
2019.03.11,97.9999999999981,-143.00000000000423,35.00000000000725,-91.99999999999875,-114.99999999999844,17.999999999995797,-39.999999999995595,-17.000000000000348,67.9999999999792,192.99999999999784,36.999999999998145,60.00000000000449,32.999999999994145,-87.00000000000374,-282.0000000000107,46.999999999997044,-95.00000000000064,146.0000000000008,-78.99999999998464,-32.999999999994145,-99.00000000000463,-131.00000000000023,-88.00000000000807,-70.00000000000739,-53.999999999998494,-17.999999999995797,-83.9999999999952,,-792.0000000000283
2019.03.11,95.00000000000064,-143.99999999998857,29.999999999996696,-52.99999999999727,-115.99999999998278,19.00000000000235,4.000000000004,-22.0000000000109,70.99999999999883,152.00000000000102,34.99999999999615,56.0000000000005,74.99999999999174,-94.00000000000519,-230.99999999999454,45.99999999999049,-88.99999999998354,97.00000000000841,-87.99999999999919,-48.000000000003595,-1.0000000000065512,-102.99999999999443,-63.00000000000239,4.9999999999954525,-52.000000000007596,-78.00000000000028,-12.999999999996348,,-509.9999999999869
