date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.03.09,16.999999999989246,158.99999999999804,-9.999999999998899,-126.99999999999534,43.00000000001525,-218.00000000000708,-101.99999999999099,-144.0000000000108,59.000000000009045,42.00000000000159,36.0000000000027,-189.99999999999017,-58.000000000002494,4.999999999999449,-32.99999999998704,-306.9999999999906,-269.00000000000813,120.99999999999511,-39.999999999995595,-448.000000000004,-181.00000000000892,105.99999999999454,-158.00000000000125,-11.00000000000989,-334.00000000000097,-138.00000000000477,208.99999999999253,,-1971.0000000000093
2020.03.09,349.99999999999477,136.00000000000279,-398.00000000000944,-706.0000000000031,285.00000000000193,-126.99999999999933,-76.99999999999375,327.99999999999494,86.99999999999264,295.0000000000017,407.99999999999727,121.00000000000443,172.00000000000549,-301.9999999999912,736.9999999999948,-568.9999999999973,-42.999999999993044,379.99999999999545,-838.9999999999898,383.0,524.9999999999977,676.9999999999925,323.99999999999807,387.999999999991,-370.9999999999991,-263.99999999999756,120.00000000000898,,2020.000000000001
2020.03.09,409.99999999999926,168.0000000000126,-385.99999999999744,-501.99999999999534,144.99999999999514,-128.00000000000588,-27.999999999994696,375.9999999999986,164.00000000000858,-27.000000000001023,371.99999999999454,163.00000000000205,257.0000000000072,-279.99999999999136,455.0000000000125,-446.9999999999974,8.999999999992347,155.00000000000114,-675.9999999999877,357.99999999999164,639.9999999999961,437.9999999999882,185.00000000000227,297.9999999999876,-282.0000000000045,-104.00000000000409,198.99999999999363,,1932.000000000004
2020.03.09,444.9999999999954,206.00000000001728,-407.0000000000018,-489.9999999999949,361.0000000000113,-173.00000000000094,-96.99999999999153,381.99999999999346,181.00000000000892,-78.00000000000296,502.9999999999979,140.0000000000068,212.00000000000108,-268.99999999999704,406.0000000000059,-768.9999999999975,-72.99999999998974,120.99999999999511,-948.9999999999999,282.0000000000045,479.99999999999153,546.999999999997,134.00000000000034,224.99999999999432,-479.0000000000072,-341.0000000000024,147.00000000000824,,647.0000000000434
2020.03.09,120.99999999999334,7.0000000000014495,-224.000000000002,-281.9999999999965,70.0000000000145,-265.99999999999955,-223.99999999999088,143.00000000000423,-12.999999999996348,88.99999999999864,119.00000000000244,-161.00000000000003,-109.00000000000354,-259.9999999999936,335.00000000000796,-126.99999999998823,-638.9999999999895,80.99999999998886,-368.9999999999971,-242.99999999999324,-173.00000000000094,231.99999999999932,-100.99999999999909,-39.00000000000148,-416.00000000000523,-326.0000000000041,92.00000000000318,,-2682.9999999999472
2020.03.09,110.99999999999443,-28.999999999990145,-130.0000000000079,-295.99999999999227,191.00000000000784,-155.00000000000514,-152.99999999999204,161.99999999999548,63.99999999999739,111.0000000000042,170.00000000000347,-64.99999999999284,-53.00000000000304,-210.99999999999451,384.9999999999909,-236.99999999999832,-360.0000000000048,185.99999999999284,-371.99999999999454,-97.9999999999981,-102.00000000000209,303.99999999998784,21.000000000000796,40.99999999999682,-343.9999999999999,-311.00000000000574,38.99999999998904,,-1131.0000000000202
2020.03.09,142.99999999999312,97.00000000001374,-323.0000000000066,-490.99999999999966,251.00000000000122,-29.000000000001247,-58.99999999999794,89.99999999999008,-83.9999999999952,287.9999999999967,224.9999999999974,73.00000000000084,58.000000000002494,-273.9999999999965,514.9999999999864,-481.99999999998244,209.9999999999991,208.99999999998897,-710.999999999995,520.0000000000093,430.9999999999814,483.99999999999466,281.0000000000059,260.9999999999957,-214.99999999999852,-217.0000000000005,-5.000000000010552,,1245.9999999999732
2020.03.09,754.9999999999945,39.00000000001125,-809.9999999999997,-2200.9999999999936,1073.0000000000127,1235.9999999999927,1078.0000000000011,963.0000000000027,170.00000000000347,1421.0000000000064,1095.0000000000016,1670.0000000000048,1494.0000000000064,-678.0000000000008,2828.0000000000027,-1478.999999999986,3912.0000000000045,1664.999999999992,-2295.0000000000027,4590.0000000000055,4319.999999999991,2228.999999999999,2725.0000000000086,2496.9999999999927,990.000000000002,807.9999999999976,-211.00000000000563,,29884.000000000044
2020.03.09,813.9999999999925,139.00000000000023,-814.0000000000036,-2224.0000000000036,797.0000000000033,868.9999999999975,663.0000000000025,929.9999999999864,217.0000000000005,1370.0000000000045,993.9999999999949,1326.000000000005,1144.0000000000007,-617.0000000000009,2745.0000000000045,-1251.000000000002,2936.0000000000055,1670.9999999999923,-2000.9999999999861,3620.000000000001,3285.999999999989,2067.9999999999977,2349.0000000000036,2091.999999999992,666.9999999999953,409.99999999999926,-255.99999999998957,,23943.999999999985
2020.03.09,194.99999999998963,-78.99999999998464,-503.000000000009,-1772.9999999999961,687.0000000000153,492.999999999999,428.00000000000614,324.9999999999975,-197.00000000000273,1615.9999999999995,487.0000000000041,604.0000000000045,546.000000000002,-528.9999999999906,2367.999999999995,-807.9999999999865,1461.0000000000011,1477.9999999999945,-1429.999999999998,2150.999999999992,2092.999999999989,1682.9999999999927,1667.0000000000016,1575.9999999999934,221.99999999999997,173.9999999999964,-49.99999999999449,,14885.000000000011
