date,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURAUD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.09.14,-7.0000000000014495,6.000000000000227,-208.99999999999253,-4.9999999999954525,35.00000000000725,41.9999999999976,-95.00000000000064,-204.99999999998408,344.00000000001097,-62.000000000006494,-25.999999999992696,93.00000000000352,-92.00000000000318,15.999999999993797,,-164.99999999996314
2020.09.14,-5.000000000010552,7.000000000005002,-192.99999999999872,12.000000000000455,2.000000000002,51.000000000001044,-90.0000000000012,-205.99999999998886,286.00000000000847,-109.00000000000354,1.999999999990898,100.00000000000853,-128.00000000000588,17.999999999984695,,-253.00000000000756
2020.09.14,-60.000000000015596,32.00000000001069,-208.00000000000819,88.99999999999864,43.00000000000415,113.00000000000753,-82.99999999999974,-306.0000000000116,261.0000000000001,-144.99999999999514,12.999999999996348,188.0000000000024,-179.00000000000693,42.999999999993044,,-199.00000000002424
2020.09.14,-90.00000000001229,18.000000000000682,-219.99999999999798,100.99999999999909,34.000000000000696,107.00000000000153,-85.00000000000173,-329.9999999999841,314.99999999999864,-184.00000000000637,-8.000000000008,216.00000000000819,-229.00000000000142,-1.0000000000065512,,-356.0000000000096
2020.09.14,-32.0000000000098,39.00000000000148,-222.99999999999542,85.99999999999852,42.0000000000087,58.99999999999794,-92.99999999999864,-306.0000000000116,426.00000000001523,-168.99999999999693,-95.00000000000064,211.00000000001273,-235.00000000000742,-68.00000000000139,,-357.99999999998715
2020.09.14,-42.0000000000087,52.00000000000671,-259.0000000000092,121.99999999999989,73.00000000000084,82.99999999999974,-129.00000000000134,-382.000000000005,402.9999999999978,-85.00000000000173,-18.0000000000069,388.00000000000523,-389.000000000006,-278.00000000000045,,-461.00000000002916
2020.09.14,26.999999999999247,48.00000000000182,-214.00000000000307,48.00000000000182,51.000000000001044,26.000000000003798,-97.00000000000264,-257.000000000005,514.0000000000144,-131.99999999999878,-174.00000000000747,297.00000000001125,-360.0000000000048,-304.9999999999997,,-527.999999999988
2020.09.14,19.999999999997797,42.00000000000159,-261.0000000000001,1.0000000000047748,86.0000000000083,35.00000000000725,-95.00000000000064,-251.00000000000477,554.00000000001,-113.00000000000753,-208.00000000000819,284.000000000006,-336.9999999999984,-307.00000000001285,,-549.9999999999968
2020.09.14,-73.00000000001194,34.000000000006025,-280.9999999999979,75.00000000000284,109.00000000000354,35.00000000000725,-100.00000000000009,-353.00000000000864,584.0000000000067,-83.9999999999952,-226.99999999999943,354.0000000000134,-331.0000000000035,-351.0000000000124,,-608.9999999999893
2020.09.14,-72.0000000000054,20.000000000010232,-337.99999999999386,48.99999999999238,140.0000000000068,75.9999999999983,-139.00000000000023,-389.99999999998636,581.0000000000093,-18.0000000000069,-154.99999999999403,386.0000000000099,-357.00000000000733,-368.00000000001273,,-584.99999999998
