date,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURAUD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.09.14,-23.00000000001745,-40.99999999999682,-222.00000000001108,-46.00000000000648,0.0,0.0,-141.99999999999767,-219.99999999999886,-86.99999999999264,-78.00000000000028,-60.99999999999994,-12.000000000000455,-97.00000000000264,-6.000000000017103,,-1035.0000000000416
2020.09.14,-12.000000000012001,-6.999999999990791,-232.00000000000998,-40.00000000000625,-10.999999999994348,16.0000000000049,-122.99999999999534,-240.99999999998545,94.00000000001629,-138.0000000000159,-73.99999999999629,93.00000000000352,-162.0000000000066,-24.000000000001798,,-860.9999999999901
2020.09.14,-71.00000000002105,-27.000000000001023,-224.000000000002,-48.00000000000182,-40.99999999999105,14.999999999998348,-103.99999999999298,-312.9999999999882,119.00000000000244,-192.00000000001438,-73.99999999999629,83.00000000001262,-189.00000000000583,8.999999999992347,,-1057.0000000000089
2020.09.14,-111.00000000001664,13.00000000000523,-278.00000000000045,87.99999999999386,30.000000000007798,78.00000000000028,-109.00000000000354,-390.99999999999113,233.00000000001654,-192.00000000001438,-9.999999999998899,173.00000000000182,-234.00000000000088,-11.00000000000545,,-721.0000000000058
2020.09.14,-102.00000000000209,10.000000000005116,-256.99999999999613,78.00000000000296,15.00000000000945,43.00000000000415,-107.99999999999699,-367.999999999995,258.0000000000027,-225.00000000000853,-127.99999999999478,191.0000000000025,-260.00000000000466,-74.0000000000185,,-926.99999999999
2020.09.14,-49.00000000001015,34.000000000006025,-262.00000000000665,79.9999999999983,38.0000000000047,16.0000000000049,-129.9999999999968,-382.000000000005,340.00000000000693,-168.99999999999693,-123.00000000000644,207.00000000000784,-392.9999999999989,-292.00000000000335,,-1084.9999999999957
2020.09.14,-68.00000000000139,8.000000000009777,-283.99999999999534,39.99999999999204,46.00000000000159,23.00000000000635,-153.00000000000313,-391.9999999999959,373.00000000000114,-148.99999999999915,-178.99999999999582,284.000000000006,-506.0000000000064,-412.00000000001234,,-1368.9999999999925
2020.09.14,-9.000000000014552,29.000000000010573,-263.99999999999756,-1.0000000000047748,45.000000000006146,16.0000000000049,-112.000000000001,-305.0000000000068,383.0,-141.00000000001333,-221.00000000000452,281.0000000000059,-387.99999999999943,-321.0000000000157,,-1008.0000000000301
2020.09.14,-76.0000000000094,22.00000000000557,-323.99999999999096,-1.0000000000047748,86.0000000000083,29.000000000001247,-126.99999999999933,-371.9999999999857,445.0000000000065,-130.0000000000079,-242.99999999999324,284.000000000006,-394.00000000000546,-362.00000000001785,,-1162.9999999999868
2020.09.14,-84.0000000000174,8.000000000009777,-337.99999999999386,33.00000000000125,108.00000000000809,35.00000000000725,-139.00000000000023,-395.9999999999866,509.00000000000387,-83.9999999999952,-235.99999999999176,347.0000000000084,-363.0000000000022,-388.0000000000106,,-987.9999999999592
