date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.12.05,-70.99999999999883,-496.00000000000756,-21.00000000000435,-335.9999999999985,-26.0000000000149,-116.00000000000499,-10.999999999994348,-463.9999999999977,-527.000000000001,-212.00000000000108,-138.00000000000477,-723.0000000000132,-873.999999999997,-654.9999999999834,-697.9999999999933,-316.0000000000052,-241.99999999999022,-54.000000000002046,-256.0000000000007,-57.00000000000705,-445.0000000000065,,-6738.000000000027
2016.12.05,217.0000000000005,-533.0000000000057,361.9999999999957,-330.99999999998886,303.9999999999932,103.99999999999298,-192.99999999999872,107.99999999999699,-715.0000000000034,-238.0000000000049,143.00000000000423,-781.0000000000059,-117.99999999999588,-218.99999999999142,-1299.9999999999973,-15.999999999993797,-412.9999999999967,-180.99999999999739,-181.00000000000892,-77.00000000000485,-458.9999999999872,,-4516.999999999997
2016.12.05,289.9999999999903,-497.99999999999847,279.99999999999136,-229.99999999998977,475.99999999998755,141.99999999999767,-180.99999999999784,-2.999999999997449,-841.9999999999987,-275.000000000003,-95.99999999999609,-542.0000000000016,-48.99999999998794,-295.99999999998516,-1530.0000000000011,-452.99999999999227,-444.9999999999932,33.00000000000125,-240.00000000000688,-54.00000000000959,-499.9999999999893,,-5012.999999999982
2016.12.05,249.99999999999466,-486.999999999993,292.00000000000335,-189.99999999999773,347.9999999999928,51.99999999999649,-356.00000000000074,103.00000000000864,-581.9999999999936,-212.99999999999653,87.00000000000374,-395.00000000001023,109.00000000000354,-296.9999999999917,-1112.9999999999995,-547.999999999993,-368.9999999999998,-109.99999999999943,-296.0000000000074,-252.0000000000078,-896.9999999999923,,-4863.99999999998
2016.12.05,165.9999999999995,-228.99999999999034,224.99999999998633,250.0,387.000000000004,66.99999999999484,-295.99999999999625,212.00000000001216,-28.000000000005798,-173.00000000000094,78.00000000000028,324.0000000000123,289.0000000000059,22.0000000000109,-385.9999999999957,-763.0000000000026,58.000000000006935,-140.99999999999113,-180.0000000000024,-237.00000000000944,-791.9999999999927,,-1146.999999999954
2016.12.05,363.9999999999866,-63.99999999999739,408.9999999999927,348.0000000000132,492.9999999999879,120.99999999999334,-285.00000000000193,470.00000000001484,43.00000000000637,-170.99999999999892,221.00000000000452,599.9999999999943,581.0000000000093,284.00000000001756,-280.9999999999917,-600.0000000000006,70.99999999999795,-16.999999999995907,-240.00000000000688,-153.00000000000313,-814.999999999988,,1379.0000000000343
2016.12.05,391.9999999999924,26.999999999999247,424.00000000000216,508.0000000000098,522.9999999999845,116.99999999998934,-324.00000000000205,608.0000000000085,123.99999999999523,-185.00000000000182,329.999999999997,943.000000000012,757.0000000000076,476.0000000000098,-191.99999999999307,-666.9999999999953,165.00000000000625,19.000000000005457,-223.00000000000654,-172.00000000000549,-838.0000000000055,,2812.00000000001
2016.12.05,343.99999999998875,32.0000000000098,374.999999999992,503.0000000000001,461.0000000000003,112.99999999999643,-341.99999999999784,567.0000000000064,185.99999999999284,-180.99999999999784,272.00000000000557,983.0000000000041,716.0000000000056,487.0000000000152,-84.00000000000318,-869.0000000000086,207.9999999999984,7.000000000005002,-208.00000000000819,-273.000000000001,-866.9999999999956,,2430.0000000000086
2016.12.05,459.99999999999375,-124.99999999999733,522.0000000000002,436.00000000000705,573.9999999999857,152.99999999999204,-392.9999999999989,529.0000000000017,37.00000000000614,-192.99999999999872,290.00000000000136,633.0000000000098,590.0000000000016,273.9999999999965,-265.00000000000057,-737.0000000000099,106.99999999999932,76.99999999999818,-218.00000000000708,-255.00000000000523,-900.9999999999962,,1594.999999999979
2016.12.05,472.9999999999901,-130.99999999999224,551.9999999999969,323.0000000000075,574.9999999999922,173.9999999999964,-380.999999999998,485.0000000000021,-102.00000000000387,-202.9999999999976,265.0000000000041,483.0000000000041,558.9999999999984,282.0000000000045,-420.99999999999227,-696.0000000000077,35.0000000000108,100.99999999999909,-190.00000000000128,-246.00000000000176,-875.0000000000035,,1062.0000000000077
