date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,NZDCAD,empty,sum
2020.09.21,9.999999999998899,-1.0000000000065512,-1.999999999990898,-45.000000000001705,-34.000000000000696,-102.00000000000209,51.000000000001044,-6.000000000000227,-21.00000000000435,-43.00000000000415,87.99999999999386,-405.0000000000109,-8.000000000008,177.99999999998929,-69.00000000000261,-27.999999999991587,95.00000000000064,,-342.00000000003996
2020.09.21,85.00000000000173,25.999999999992696,-38.99999999998904,-45.99999999999227,-31.999999999998696,-180.0000000000024,62.000000000006494,28.000000000005798,-62.000000000006494,7.9999999999968985,109.99999999998522,-348.00000000001495,-49.99999999999449,136.00000000000279,-70.99999999999795,-5.9999999999860165,87.99999999999919,,-290.9999999999915
2020.09.21,29.000000000001247,68.00000000000139,15.00000000000945,45.000000000001705,-70.0000000000034,-160.00000000000458,97.00000000001374,4.0000000000048885,-26.000000000003798,-40.00000000000669,58.9999999999975,-558.0000000000141,139.00000000000023,343.99999999998875,42.00000000000159,-114.99999999999488,65.00000000000395,,-62.000000000002984
2020.09.21,29.000000000001247,39.999999999995595,26.999999999999247,11.00000000000989,-51.000000000001044,-130.99999999999224,107.00000000001265,40.00000000000625,-46.00000000000159,-4.000000000004,69.99999999999318,-445.0000000000065,106.00000000000608,287.9999999999994,-7.999999999995566,-72.99999999999329,65.99999999999939,,26.00000000002872
2020.09.21,49.99999999999449,98.99999999998244,32.999999999994145,-3.9999999999906777,-29.999999999996696,-217.0000000000005,141.99999999999767,33.00000000000125,-89.00000000000574,26.000000000003798,157.99999999998704,-486.00000000000864,58.000000000002494,263.99999999999756,-51.00000000000193,-38.99999999998727,74.00000000000739,,20.999999999976808
2020.09.21,88.99999999999464,42.999999999993044,-1.999999999990898,-24.999999999991473,-66.99999999999484,-217.0000000000005,154.0000000000097,7.999999999995566,-109.99999999999899,37.99999999999359,126.99999999998113,-455.0000000000054,36.0000000000138,256.99999999999613,-54.99999999999261,-62.99999999998818,109.99999999999899,,-131.9999999999863
2020.09.21,75.00000000000284,178.99999999999582,96.00000000000719,-10.99999999999568,2.000000000002,-323.99999999999096,224.000000000002,15.000000000000568,-165.00000000000404,129.00000000000134,247.99999999999045,-375.9999999999986,22.999999999995246,146.00000000000168,-120.00000000000455,-0.999999999990564,101.00000000000664,,241.00000000002137
2020.09.21,12.999999999996348,255.99999999998957,134.99999999999625,62.00000000001182,49.99999999999449,-312.9999999999855,189.00000000001694,12.000000000000455,-139.00000000000023,122.99999999999534,233.99999999998045,-378.00000000001165,26.999999999999247,104.99999999999955,-90.99999999999397,2.0000000000095497,63.00000000000195,,350.00000000000057
2020.09.21,14.999999999998348,243.99999999999977,137.00000000000932,72.00000000000273,90.0000000000012,-306.9999999999906,192.00000000001438,0.0,-158.0000000000026,107.00000000000153,210.9999999999843,-419.9999999999982,-12.999999999996348,157.99999999999147,-102.00000000000387,38.000000000010914,34.000000000000696,,298.0000000000231
2020.09.21,29.000000000001247,191.99999999999218,103.99999999999298,142.00000000001012,39.999999999995595,-272.99999999998994,182.99999999999983,-102.00000000000387,-126.0000000000039,80.00000000000229,60.99999999997863,-441.0000000000025,32.0000000000098,201.00000000000674,0.0,-63.99999999999295,50.0000000000056,,108.0000000000019
