date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.09.03,-67.00000000000594,55.000000000005045,-2.0000000000131024,-49.99999999999716,-89.99999999999008,-14.999999999998348,-22.999999999995246,32.999999999994145,31.000000000003247,-124.00000000000944,109.99999999999899,-28.000000000005798,-50.0000000000056,-29.000000000001247,150.00000000000568,26.999999999999247,76.99999999999375,-40.000000000020464,-92.00000000000318,89.00000000000574,-170.99999999998784,-87.0000000000033,-12.999999999991019,-16.999999999995907,-107.00000000000153,-5.999999999994898,-49.00000000001015,,-488.00000000002444
2018.09.03,-35.00000000000725,58.99999999998684,5.999999999994898,-40.99999999999682,-114.99999999999844,9.00000000000345,29.000000000001247,15.999999999993797,15.999999999993797,-144.00000000000546,123.99999999999079,-26.000000000003798,-21.999999999999797,-36.999999999998145,131.00000000000023,24.999999999986144,-14.000000000002899,-60.000000000002274,-112.000000000001,22.999999999995246,14.000000000002899,-102.00000000000387,8.000000000009777,40.00000000000625,-100.00000000000009,43.00000000000415,-1.0000000000065512,,-266.00000000005684
2018.09.03,-43.999999999999595,107.99999999999699,28.999999999990145,-87.99999999999386,-197.99999999998707,12.999999999996348,55.000000000005045,79.99999999999119,22.999999999995246,-225.00000000000853,183.99999999999528,-9.00000000000345,10.999999999994348,-17.999999999995797,257.000000000005,-28.000000000005798,78.99999999998464,-140.00000000001478,-184.00000000000637,75.00000000000284,-14.999999999987246,-194.00000000000261,51.00000000000193,99.99999999999432,-148.99999999999915,21.999999999999797,22.999999999995246,,-182.00000000005585
2018.09.03,-59.000000000009045,107.99999999999699,15.999999999993797,-126.99999999999534,-129.99999999998568,-22.999999999995246,-29.999999999996696,106.99999999999044,19.999999999997797,-257.000000000005,163.99999999999747,-29.000000000001247,-60.99999999999994,-9.999999999998899,306.0000000000116,56.99999999999594,185.99999999999727,-173.00000000000182,-120.99999999999334,150.00000000000568,-237.99999999998266,-186.9999999999976,40.00000000000625,28.999999999996362,-148.99999999999915,-48.000000000003595,-73.99999999999629,,-532.9999999999719
2018.09.03,-54.00000000000959,100.99999999999554,0.9999999999843467,-93.99999999999409,-114.99999999999844,-48.99999999999905,-106.99999999999044,99.99999999998899,5.999999999994898,-231.99999999999932,151.9999999999966,-60.00000000000449,-136.00000000000279,-5.999999999994898,259.9999999999909,65.99999999998829,241.99999999998667,-114.00000000000432,-123.99999999999079,187.00000000000384,-414.9999999999876,-155.00000000000114,-15.000000000000568,-75.9999999999934,-173.9999999999964,-141.99999999999767,-154.99999999999403,,-1108.0000000000289
2018.09.03,-62.000000000006494,68.99999999998573,21.999999999988695,-87.99999999999386,-121.99999999999989,-7.0000000000014495,-79.99999999999119,72.99999999998974,31.999999999987594,-210.00000000000796,161.00000000000003,-16.0000000000049,-107.00000000000153,-43.999999999999595,215.0000000000034,19.999999999997797,86.99999999999264,-131.00000000000023,-106.00000000000608,121.00000000001555,-374.999999999992,-153.99999999999636,27.000000000001023,-49.99999999999716,-124.00000000000189,-109.99999999999899,-174.00000000000747,,-1133.0000000000448
2018.09.03,-62.000000000006494,139.00000000000023,51.99999999998539,-28.999999999996362,-149.9999999999835,-19.00000000000235,-90.0000000000012,139.00000000000023,62.99999999999084,-150.00000000000568,177.99999999998929,-26.000000000003798,-117.00000000000044,-20.999999999993246,213.99999999999864,72.0000000000054,212.99999999999653,-98.00000000001319,-99.00000000000463,191.00000000000784,-445.99999999999085,-126.99999999999534,-28.999999999996362,-100.99999999999909,-158.99999999999804,-141.00000000000225,-175.00000000001404,,-778.0000000000325
2018.09.03,-79.00000000000685,89.00000000000574,5.999999999994898,61.99999999999761,-82.99999999998863,-53.999999999998494,-147.99999999999258,115.99999999998278,35.999999999991594,-36.000000000001364,153.99999999999858,-46.00000000000159,-163.00000000000205,-20.999999999993246,39.99999999999204,95.00000000000064,229.99999999999687,60.99999999997863,-79.99999999999119,205.00000000001074,-532.9999999999835,-16.000000000005343,-129.99999999999545,-225.9999999999991,-156.00000000000057,-173.9999999999964,-218.00000000000708,,-1069.0000000000134
2018.09.03,-80.00000000000229,72.0000000000054,0.9999999999843467,79.00000000000773,-60.99999999999994,-44.99999999999504,-129.00000000000134,100.99999999999554,31.999999999987594,-19.000000000005457,142.99999999999312,-46.00000000000159,-143.00000000000423,-27.999999999994696,2.0000000000095497,100.99999999999554,160.00000000000458,85.99999999998431,-66.00000000001049,158.0000000000137,-461.99999999998465,12.000000000000455,-137.00000000000045,-216.99999999999875,-131.00000000000333,-136.99999999999824,-188.9999999999947,,-943.0000000000134
2018.09.03,-108.00000000000809,89.00000000000574,5.999999999994898,31.00000000000591,-104.99999999999955,-92.99999999999864,-183.99999999999528,153.9999999999875,75.99999999998718,-35.0000000000108,189.99999999999017,-63.00000000000195,-175.99999999999838,-19.999999999997797,84.00000000000318,65.00000000000395,333.9999999999899,23.999999999972488,-109.00000000000354,295.0000000000008,-626.9999999999998,-54.000000000002046,-152.00000000000102,-245.9999999999951,-224.9999999999974,-236.00000000000287,-216.00000000001617,,-1301.0000000000866
