date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.15,67.00000000000594,-139.00000000000023,22.0000000000109,49.000000000006594,-86.0000000000083,-38.0000000000047,-78.00000000000028,-299.00000000000483,-69.9999999999923,-161.00000000000136,78.99999999999574,72.0000000000054,-92.00000000000318,17.000000000000348,-221.00000000000364,-322.00000000000006,-136.99999999998712,-33.999999999991815,-80.99999999999774,112.000000000001,-17.000000000000348,79.9999999999983,-69.99999999999318,-73.99999999999807,-141.99999999999767,-111.00000000000554,-83.00000000001084,,-1756.9999999999773
2021.11.15,86.0000000000083,-109.00000000000354,29.999999999996696,55.999999999997385,-98.0000000000203,-47.00000000000814,-43.999999999999595,-265.99999999998846,-76.99999999999375,-135.99999999999568,92.00000000000318,119.00000000000244,-94.00000000000519,36.0000000000027,-218.9999999999941,-259.0000000000092,-76.99999999999375,-49.99999999998295,-103.99999999999298,116.00000000000499,-28.999999999990145,55.999999999997385,-99.00000000000375,-87.99999999999386,-137.9999999999937,-143.9999999999997,-100.0000000000112,,-1586.9999999999668
2021.11.15,106.00000000000608,-123.00000000000644,35.999999999991594,126.00000000000477,-114.0000000000141,-106.00000000000608,-114.00000000000298,-289.9999999999903,-62.000000000006494,-266.00000000000534,134.0000000000008,169.00000000000804,-173.9999999999964,29.000000000001247,-324.0000000000123,-304.9999999999997,12.999999999996348,-109.00000000000887,-80.99999999999774,212.00000000001216,85.00000000000173,156.0000000000059,-215.99999999999397,-215.99999999999397,-225.99999999999287,-211.00000000000563,-123.00000000000644,,-1994.000000000011
2021.11.15,98.0000000000092,-95.00000000000064,45.000000000006146,73.0000000000075,-101.00000000001774,-80.00000000000229,-77.00000000000485,-270.99999999999903,-42.0000000000087,-219.99999999999886,131.00000000000333,151.00000000000114,-136.99999999999824,34.000000000000696,-235.00000000001364,-273.0000000000121,-25.999999999992696,-37.00000000000614,-58.99999999998684,172.0000000000166,12.999999999996348,120.00000000000455,-150.99999999999625,-135.99999999999568,-191.99999999999218,-162.0000000000066,-143.00000000000423,,-1599.9999999999914
2021.11.15,87.99999999999919,-82.00000000000429,18.999999999991246,25.000000000005684,-201.00000000000674,-14.000000000002899,14.000000000002899,-234.00000000000088,-58.000000000002494,-179.9999999999926,68.99999999999685,81.00000000000884,-51.99999999999649,65.99999999999939,-139.00000000001,-374.0000000000077,-173.99999999998528,-7.999999999981355,-201.00000000000674,-6.999999999979245,-238.99999999998923,12.000000000000455,-34.99999999999659,4.0000000000048885,-178.00000000000037,-114.00000000000298,-184.00000000000637,,-2095.9999999999627
2021.11.15,57.00000000000705,-164.00000000000858,-2.999999999997449,88.00000000000807,-150.00000000000568,-96.00000000000719,-68.99999999999685,-262.00000000000665,-38.99999999998904,-296.0000000000065,73.99999999999629,130.0000000000079,-105.99999999999498,36.0000000000027,-318.00000000001205,-404.0000000000044,-75.99999999998718,-103.999999999985,-170.00000000000347,136.00000000000279,-73.99999999999629,102.00000000000387,-176.9999999999925,-138.9999999999958,-240.99999999999122,-182.99999999999983,-174.00000000000747,,-2621.9999999999595
2021.11.15,39.00000000000014,-168.99999999999693,-8.000000000008,-27.999999999991587,-162.00000000001768,-86.0000000000083,-51.000000000001044,-245.0000000000063,-22.999999999995246,-194.00000000000261,53.999999999998494,106.00000000000608,-75.00000000000284,34.000000000000696,-169.00000000001114,-428.00000000000614,-116.99999999998934,21.99999999999136,-187.00000000000384,107.00000000001265,-123.99999999999079,1.0000000000047748,-76.99999999999818,-34.99999999999659,-230.99999999999233,-165.00000000000404,-185.99999999999727,,-2397.000000000006
2021.11.15,-112.99999999999643,-320.9999999999935,-143.00000000000423,-128.0000000000001,-89.00000000000574,-170.99999999999892,-127.99999999999478,-177.99999999998929,24.000000000001798,-284.000000000006,-29.999999999996696,69.00000000000794,-41.000000000002146,39.00000000000014,-209.00000000000318,-517.9999999999962,-112.99999999998533,-16.999999999995907,-272.99999999998994,104.00000000001519,-126.0000000000039,-25.99999999999625,-102.00000000000387,-52.99999999999727,-284.9999999999908,-217.0000000000005,-185.00000000001293,,-3513.9999999999395
2021.11.15,-109.99999999999899,-283.99999999999534,-117.99999999999588,-63.99999999999295,-38.0000000000047,-175.00000000000293,-124.99999999999733,-147.00000000000824,42.0000000000087,-355.000000000004,7.9999999999968985,78.00000000000028,-38.0000000000047,43.999999999999595,-247.99999999999045,-405.9999999999952,-46.999999999997044,-62.99999999998818,-185.99999999999727,139.00000000000023,-106.99999999999044,58.000000000006935,-149.99999999999147,-94.99999999999886,-253.99999999999866,-173.9999999999964,-201.00000000000674,,-3015.9999999999436
2021.11.15,-119.99999999999788,-252.0000000000078,-141.99999999999767,-67.99999999999784,-13.000000000018552,-158.0000000000026,-127.99999999999478,-103.00000000000864,32.999999999994145,-365.99999999999966,10.999999999994348,56.0000000000005,-31.999999999998696,82.99999999999974,-207.9999999999984,-329.00000000000153,-42.999999999993044,-88.99999999999864,-187.99999999998818,75.00000000000284,-136.99999999998712,75.00000000000284,-131.00000000000023,-95.99999999998943,-215.99999999999397,-158.99999999999804,-175.00000000001404,,-2819.999999999993
